CUST_ID,SURVEY_RES_01,SURVEY_RES_02,SURVEY_RES_03,SURVEY_RES_04,SURVEY_RES_05,SURVEY_RES_06,SURVEY_RES_07,SURVEY_RES_08,SURVEY_RES_09,SURVEY_RES_10,SURVEY_RES_11,SATISFACTION
895,0.3999999999999999,-1.5066428299293348,5.1,6.7,3.7,5.9,5.8,9.3,5.9,4.4,4.6,0
827,0.3714285714285713,-0.2905987654166373,3.8,3.5,2.9,4.1,4.5,7.6,5.1,4.0,3.4,0
358,0.4857142857142856,0.6393172839166025,3.8,5.1,4.3,4.7,4.8,5.8,5.0,4.4,2.9,0
1183,0.3999999999999999,-0.21906676162177294,5.2,5.8,5.6,6.6,5.4,4.4,6.7,4.6,4.0,1
755,0.0,-0.14753475782690803,6.3,4.5,2.4,4.7,3.4,6.2,6.0,3.3,2.6,0
656,0.3999999999999999,-0.8628547957755536,5.9,4.2,3.4,4.7,4.8,7.2,5.7,4.0,2.8,0
474,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
18,0.31428571428571417,-0.64825878439096,5.4,5.5,2.6,4.8,4.2,9.0,6.5,4.3,3.7,0
971,0.6571428571428571,-1.077450807160147,5.1,6.1,4.7,5.7,5.7,8.4,5.4,4.1,4.4,0
464,0.17142857142857135,1.4261693256601122,7.2,6.9,2.6,5.8,3.5,5.4,6.2,5.6,4.0,1
1137,0.08571428571428563,0.13859325735254982,7.2,4.5,2.3,5.1,3.8,6.6,6.8,3.0,3.0,0
381,0.4571428571428571,0.9969773028909252,7.3,5.7,3.7,6.4,5.5,7.4,6.6,4.1,3.4,1
522,0.34285714285714275,0.9254452990960595,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,1
496,0.17142857142857135,-1.0059188033652828,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,0
399,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
879,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
92,0.4285714285714286,-0.8628547957755536,6.5,5.3,5.3,5.1,4.9,9.2,5.7,3.5,3.4,0
752,0.08571428571428563,0.06706125355768552,4.7,7.1,3.6,7.7,3.0,5.2,5.1,4.3,4.7,0
744,0.34285714285714275,-1.649706837519064,5.1,6.4,3.7,5.7,5.6,9.1,5.4,5.0,4.5,0
422,0.3999999999999999,-2.078898860288251,1.3,3.0,3.5,4.2,4.9,8.2,4.3,2.4,3.1,0
543,0.3999999999999999,-0.21906676162177294,5.2,5.8,5.6,6.6,5.4,4.4,6.7,4.6,4.0,1
507,0.2857142857142857,-0.8628547957755536,3.0,3.7,4.8,6.3,4.5,5.0,5.2,2.9,3.1,0
486,0.4285714285714286,-1.7212388413139283,4.7,5.4,4.3,5.3,4.9,6.0,5.6,4.5,4.3,0
225,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
390,0.4857142857142856,0.42472127253200825,5.3,5.5,5.0,4.9,6.0,6.8,5.7,4.4,3.7,1
953,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
393,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
1116,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
12,0.34285714285714275,0.7823812915063311,5.2,4.6,2.2,6.0,4.5,6.8,6.1,4.5,3.5,0
779,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
665,0.2285714285714285,-0.00447075023717878,4.4,5.1,5.9,4.2,4.8,9.7,5.7,3.4,3.5,0
724,0.17142857142857135,-1.0059188033652828,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,0
580,0.31428571428571417,0.06706125355768552,3.8,5.8,3.2,4.6,4.7,8.7,5.3,4.9,4.2,0
555,0.11428571428571432,-0.14753475782690803,8.0,6.7,3.5,7.2,4.3,5.9,6.9,5.1,4.3,1
55,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
1110,0.4857142857142856,0.42472127253200825,5.3,5.5,5.0,4.9,6.0,6.8,5.7,4.4,3.7,1
892,0.34285714285714275,-0.5767267805960957,4.9,4.1,4.0,5.0,5.9,7.8,6.1,2.6,2.7,0
549,0.4285714285714286,1.4261693256601122,7.5,4.7,5.6,7.0,6.7,6.8,7.2,4.1,3.9,1
1194,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
871,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
689,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
700,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
556,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
418,0.2857142857142857,0.5677852801217369,3.3,3.2,3.1,6.1,2.9,5.6,5.0,3.1,2.5,0
577,0.5999999999999999,1.4977013294549766,5.3,3.7,4.2,5.4,4.5,3.8,6.7,3.7,3.5,0
410,0.31428571428571417,-1.2205148147498763,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,0
970,0.3999999999999999,-0.8628547957755536,5.9,4.2,3.4,4.7,4.8,7.2,5.7,4.0,2.8,0
105,0.2285714285714285,1.4261693256601122,7.4,4.8,4.0,5.9,4.8,4.9,5.9,3.2,3.8,0
300,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
419,0.3999999999999999,-0.21906676162177294,3.0,4.0,5.1,4.2,4.6,7.7,4.9,4.7,3.5,0
974,0.08571428571428563,0.13859325735254982,7.2,4.5,2.3,5.1,3.8,6.6,6.8,3.0,3.0,0
87,0.31428571428571417,-1.077450807160147,7.0,3.7,4.7,4.7,4.5,8.8,7.0,4.3,3.0,0
526,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
968,0.3999999999999999,-2.078898860288251,1.3,3.0,3.5,4.2,4.9,8.2,4.3,2.4,3.1,0
699,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
292,0.3999999999999999,0.2101252611474141,3.9,6.2,5.8,4.9,5.0,9.0,5.2,4.7,4.5,1
1083,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
305,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
1099,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
262,0.31428571428571417,-1.2205148147498763,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,0
98,0.5999999999999999,1.4977013294549766,5.3,3.7,4.2,5.4,4.5,3.8,6.7,3.7,3.5,0
531,0.5428571428571427,1.211573314275518,6.2,7.3,2.9,7.7,5.5,7.7,6.1,5.2,4.9,1
655,0.31428571428571417,0.06706125355768552,6.1,5.7,5.5,4.6,4.7,8.7,5.9,4.7,4.2,0
1098,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
993,0.2857142857142857,0.5677852801217369,3.3,3.2,3.1,6.1,2.9,5.6,5.0,3.1,2.5,0
606,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
1073,0.2857142857142857,0.5677852801217369,6.1,4.3,3.5,6.1,2.9,5.6,6.1,3.1,2.5,0
365,0.4857142857142856,0.9254452990960595,5.7,5.5,2.4,8.4,4.8,7.1,6.7,4.5,4.2,1
1075,0.5142857142857142,-0.8628547957755536,5.2,3.9,3.0,5.4,6.8,8.4,6.2,2.5,3.5,0
820,0.31428571428571417,-1.077450807160147,7.0,3.7,4.7,4.7,4.5,8.8,7.0,4.3,3.0,0
983,0.4857142857142856,0.6393172839166025,3.8,5.1,4.3,4.7,4.8,5.8,5.0,4.4,2.9,0
958,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
588,0.34285714285714275,-0.5767267805960957,4.9,4.1,4.0,5.0,5.9,7.8,6.1,2.6,2.7,0
1010,0.05714285714285705,0.9969773028909252,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,1
423,0.4285714285714286,-0.8628547957755536,6.5,5.3,5.3,5.1,4.9,9.2,5.7,3.5,3.4,0
250,0.4857142857142856,0.6393172839166025,3.8,5.1,4.3,4.7,4.8,5.8,5.0,4.4,2.9,0
561,0.2857142857142857,0.5677852801217369,3.3,3.2,3.1,6.1,2.9,5.6,5.0,3.1,2.5,0
281,0.4857142857142856,0.42472127253200825,2.5,5.9,4.8,4.9,6.0,6.8,4.7,5.0,3.7,1
210,0.05714285714285705,0.9969773028909252,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,1
527,0.5428571428571427,-1.4351108261344698,5.5,7.2,3.5,6.4,5.5,8.4,6.2,5.7,4.8,1
491,0.34285714285714275,-0.5767267805960957,4.9,4.1,4.0,5.0,5.9,7.8,6.1,2.6,2.7,0
234,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
1042,0.3999999999999999,-1.5066428299293348,5.1,6.7,3.7,5.9,5.8,9.3,5.9,4.4,4.6,0
304,0.17142857142857135,1.4261693256601122,7.2,6.9,2.6,5.8,3.5,5.4,6.2,5.6,4.0,1
65,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
188,0.3999999999999999,0.8539132953011953,5.5,5.4,4.2,6.2,4.6,8.3,6.5,4.6,3.9,0
354,0.5999999999999999,1.4977013294549766,7.1,6.3,2.9,5.4,4.5,3.8,6.7,5.0,3.5,0
216,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
865,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
925,0.4857142857142856,0.9254452990960595,5.7,5.5,2.4,8.4,4.8,7.1,6.7,4.5,4.2,1
875,0.11428571428571432,-0.14753475782690803,8.0,6.7,3.5,7.2,4.3,5.9,6.9,5.1,4.3,1
95,0.2857142857142857,-1.077450807160147,6.7,3.6,2.2,2.9,5.0,8.4,7.3,2.0,1.6,0
476,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
1104,0.17142857142857135,1.4261693256601122,7.2,6.9,2.6,5.8,3.5,5.4,6.2,5.6,4.0,1
525,0.4857142857142856,0.9254452990960595,5.7,5.5,2.4,8.4,4.8,7.1,6.7,4.5,4.2,1
413,0.7714285714285716,-0.0760027540320437,5.8,5.3,5.2,5.3,7.1,7.9,6.0,4.3,3.9,0
59,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
630,0.4857142857142856,0.42472127253200825,5.3,5.5,5.0,4.9,6.0,6.8,5.7,4.4,3.7,1
518,0.3714285714285713,-0.2905987654166373,3.8,3.5,2.9,4.1,4.5,7.6,5.1,4.0,3.4,0
644,0.34285714285714275,-0.7197907881858243,5.7,4.4,3.3,6.4,4.7,5.2,6.4,3.2,3.3,0
233,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
790,0.4857142857142856,0.42472127253200825,5.3,5.5,5.0,4.9,6.0,6.8,5.7,4.4,3.7,1
469,0.4285714285714286,1.4261693256601122,7.5,4.7,5.6,7.0,6.7,6.8,7.2,4.1,3.9,1
635,0.11428571428571432,-0.14753475782690803,8.0,6.7,3.5,7.2,4.3,5.9,6.9,5.1,4.3,1
923,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
1187,0.6571428571428571,0.8539132953011953,6.1,5.9,6.3,5.3,7.1,8.4,7.1,5.4,4.4,1
238,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
307,0.6571428571428571,0.8539132953011953,6.1,5.9,6.3,5.3,7.1,8.4,7.1,5.4,4.4,1
366,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
815,0.08571428571428563,0.06706125355768552,4.7,7.1,3.6,7.7,3.0,5.2,5.1,4.3,4.7,0
516,0.2285714285714285,1.4261693256601122,7.4,4.8,4.0,5.9,4.8,4.9,5.9,3.2,3.8,0
296,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
1165,0.4857142857142856,0.9254452990960595,5.7,5.5,2.4,8.4,4.8,7.1,6.7,4.5,4.2,1
1063,0.3714285714285713,-0.2905987654166373,4.1,4.5,3.5,4.1,4.5,7.6,4.9,3.4,3.4,0
213,0.4571428571428571,1.0685093066857896,4.7,5.4,3.8,6.5,4.9,8.5,4.9,4.1,4.1,1
904,0.7714285714285716,-0.0760027540320437,5.8,5.3,5.2,5.3,7.1,7.9,6.0,4.3,3.9,0
769,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
1130,0.31428571428571417,0.06706125355768552,6.1,5.7,5.5,4.6,4.7,8.7,5.9,4.7,4.2,0
1153,0.17142857142857135,-1.0059188033652828,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,0
1195,0.11428571428571432,-0.14753475782690803,8.0,6.7,3.5,7.2,4.3,5.9,6.9,5.1,4.3,1
94,0.3999999999999999,-1.077450807160147,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,0
27,0.3999999999999999,-2.078898860288251,1.3,3.0,3.5,4.2,4.9,8.2,4.3,2.4,3.1,0
792,0.3714285714285713,0.9969773028909252,6.3,7.6,5.5,7.5,5.9,4.6,6.6,5.2,4.6,1
82,0.3999999999999999,-0.21906676162177294,3.0,4.0,5.1,4.2,4.6,7.7,4.9,4.7,3.5,0
1069,0.4285714285714286,-1.7212388413139283,4.7,5.4,4.3,5.3,4.9,6.0,5.6,4.5,4.3,0
133,0.4571428571428571,1.0685093066857896,4.7,5.4,3.8,6.5,4.9,8.5,4.9,4.1,4.1,1
104,0.31428571428571417,-0.64825878439096,5.4,5.5,2.6,4.8,4.2,9.0,6.5,4.3,3.7,0
257,0.34285714285714275,0.7823812915063311,5.2,4.6,2.2,6.0,4.5,6.8,6.1,4.5,3.5,0
209,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
1198,0.4857142857142856,0.9254452990960595,4.6,5.3,4.2,8.4,4.8,7.1,6.2,4.4,4.2,1
1179,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
985,0.34285714285714275,0.2816572649422797,3.3,5.5,3.1,4.6,5.2,9.1,4.1,4.6,3.9,0
442,0.34285714285714275,0.9254452990960595,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,1
110,0.3999999999999999,-0.21906676162177294,7.6,4.6,4.7,4.6,5.0,7.4,8.1,4.5,3.9,0
849,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
893,0.31428571428571417,-1.2205148147498763,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,0
320,0.4571428571428571,0.9969773028909252,4.0,4.6,4.7,6.4,5.5,7.4,5.3,3.6,3.4,1
1166,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
799,0.3714285714285713,0.9969773028909252,5.4,7.8,4.6,7.5,5.9,4.6,6.4,4.8,4.6,1
1120,0.4571428571428571,0.9969773028909252,4.0,4.6,4.7,6.4,5.5,7.4,5.3,3.6,3.4,1
584,0.7428571428571427,0.4962532763268726,5.6,5.3,2.3,6.0,5.7,6.7,5.8,4.9,3.6,0
812,0.3999999999999999,-0.21906676162177294,7.6,4.6,4.7,4.6,5.0,7.4,8.1,4.5,3.9,0
776,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
754,0.2857142857142857,0.5677852801217369,8.4,6.1,2.8,7.8,3.8,4.9,7.2,5.4,4.5,0
618,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
362,0.34285714285714275,0.9254452990960595,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,1
695,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
617,0.4571428571428571,-1.578174833724199,6.8,7.5,5.7,5.7,6.0,8.2,6.6,6.5,5.2,1
608,0.6571428571428571,0.8539132953011953,3.6,6.4,5.3,5.3,7.1,8.4,5.8,4.5,4.4,1
1031,0.4571428571428571,1.0685093066857896,7.0,6.2,4.7,6.5,4.9,8.5,7.3,4.3,4.1,1
26,0.31428571428571417,0.06706125355768552,6.1,5.7,5.5,4.6,4.7,8.7,5.9,4.7,4.2,0
872,0.3714285714285713,0.9969773028909252,6.3,7.6,5.5,7.5,5.9,4.6,6.6,5.2,4.6,1
321,0.2857142857142857,0.5677852801217369,6.1,4.3,3.5,6.1,2.9,5.6,6.1,3.1,2.5,0
1058,0.2857142857142857,-1.077450807160147,6.7,3.6,2.2,2.9,5.0,8.4,7.3,2.0,1.6,0
23,0.7714285714285716,-1.2920468185447411,6.3,3.9,4.4,3.9,6.4,8.2,5.8,3.0,3.2,0
141,0.4571428571428571,0.9969773028909252,7.3,5.7,3.7,6.4,5.5,7.4,6.6,4.1,3.4,1
1139,0.2285714285714285,1.4261693256601122,6.8,5.0,5.4,5.9,4.8,4.9,7.3,3.1,3.8,0
941,0.4571428571428571,0.9969773028909252,7.3,5.7,3.7,6.4,5.5,7.4,6.6,4.1,3.4,1
279,0.3999999999999999,-0.9343867995704184,5.8,4.1,4.9,4.7,4.8,7.2,6.5,3.5,2.8,0
972,0.5142857142857142,-1.578174833724199,6.7,6.0,3.3,5.5,5.1,6.2,6.7,4.2,4.5,0
1054,0.6571428571428571,-1.077450807160147,5.1,6.1,4.7,5.7,5.7,8.4,5.4,4.1,4.4,0
148,0.5999999999999999,-1.0059188033652828,2.7,6.6,6.5,6.3,6.0,8.7,4.7,4.6,4.6,1
1066,0.31428571428571417,-0.64825878439096,5.4,5.5,2.6,4.8,4.2,9.0,6.5,4.3,3.7,0
218,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
898,0.3999999999999999,-1.077450807160147,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,0
891,0.3999999999999999,-2.078898860288251,1.3,3.0,3.5,4.2,4.9,8.2,4.3,2.4,3.1,0
770,0.05714285714285705,0.9969773028909252,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,1
287,0.5428571428571427,-1.4351108261344698,5.5,7.2,3.5,6.4,5.5,8.4,6.2,5.7,4.8,1
46,0.6571428571428571,-1.148982810955012,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,1
794,0.11428571428571432,-0.14753475782690803,6.7,6.6,1.9,7.2,4.3,5.9,6.5,4.7,4.3,1
1133,0.3999999999999999,0.4962532763268726,7.4,5.1,3.5,7.3,4.7,3.7,6.7,4.8,4.0,0
806,0.0,-0.14753475782690803,6.3,4.5,2.4,4.7,3.4,6.2,6.0,3.3,2.6,0
513,0.3999999999999999,0.4962532763268726,7.4,5.1,3.5,7.3,4.7,3.7,6.7,4.8,4.0,0
1124,0.3999999999999999,0.8539132953011953,5.5,5.4,4.2,6.2,4.6,8.3,6.5,4.6,3.9,0
208,0.6571428571428571,0.8539132953011953,3.6,6.4,5.3,5.3,7.1,8.4,5.8,4.5,4.4,1
800,0.4571428571428571,0.9969773028909252,4.0,4.6,4.7,6.4,5.5,7.4,5.3,3.6,3.4,1
135,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
1052,0.31428571428571417,0.06706125355768552,3.8,5.8,3.2,4.6,4.7,8.7,5.3,4.9,4.2,0
757,0.3999999999999999,-1.077450807160147,2.7,5.3,3.9,3.9,5.3,7.1,5.2,4.7,3.9,0
1,0.7714285714285716,-1.2920468185447411,3.0,4.8,5.1,3.9,6.4,8.2,5.1,4.5,3.2,0
448,0.6571428571428571,0.8539132953011953,3.6,6.4,5.3,5.3,7.1,8.4,5.8,4.5,4.4,1
671,0.2285714285714285,1.4261693256601122,6.8,5.0,5.4,5.9,4.8,4.9,7.3,3.1,3.8,0
156,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
1009,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
212,0.3999999999999999,0.2101252611474141,3.9,6.2,5.8,4.9,5.0,9.0,5.2,4.7,4.5,1
956,0.9428571428571428,-1.7212388413139283,7.7,7.0,5.6,5.7,8.2,6.3,7.4,5.5,4.9,1
171,0.34285714285714275,-0.7197907881858243,8.5,4.3,4.5,6.4,4.7,5.2,7.7,3.7,3.3,0
590,0.2,0.4962532763268726,5.8,3.9,2.9,5.6,4.0,6.3,6.1,2.7,3.0,0
1079,0.31428571428571417,0.06706125355768552,6.1,5.7,5.5,4.6,4.7,8.7,5.9,4.7,4.2,0
681,0.4857142857142856,0.42472127253200825,2.5,5.9,4.8,4.9,6.0,6.8,4.7,5.0,3.7,1
38,0.2285714285714285,1.4261693256601122,6.8,5.0,5.4,5.9,4.8,4.9,7.3,3.1,3.8,0
713,0.2857142857142857,0.5677852801217369,6.4,4.9,2.4,6.8,4.6,6.8,6.3,4.3,4.0,1
1156,0.31428571428571417,0.06706125355768552,3.8,5.8,3.2,4.6,4.7,8.7,5.3,4.9,4.2,0
1091,0.5428571428571427,1.211573314275518,6.2,7.3,2.9,7.7,5.5,7.7,6.1,5.2,4.9,1
229,0.4285714285714286,1.4261693256601122,7.5,4.7,5.6,7.0,6.7,6.8,7.2,4.1,3.9,1
461,0.4571428571428571,0.9969773028909252,7.3,5.7,3.7,6.4,5.5,7.4,6.6,4.1,3.4,1
1003,0.2857142857142857,0.5677852801217369,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,1
21,0.2857142857142857,0.5677852801217369,4.0,6.8,3.2,7.8,3.8,4.9,6.1,4.3,4.5,0
759,0.2285714285714285,0.42472127253200825,5.7,6.0,2.3,7.6,3.7,4.8,5.8,5.7,4.4,0
85,0.7714285714285716,-1.2920468185447411,6.3,3.9,4.4,3.9,6.4,8.2,5.8,3.0,3.2,0
943,0.3999999999999999,-0.21906676162177294,5.2,5.8,5.6,6.6,5.4,4.4,6.7,4.6,4.0,1
864,0.17142857142857135,1.4261693256601122,7.2,6.9,2.6,5.8,3.5,5.4,6.2,5.6,4.0,1
54,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
917,0.1428571428571429,0.2101252611474141,3.7,7.4,2.7,7.9,3.1,5.3,5.3,4.5,4.9,0
331,0.5428571428571427,-1.3635788223396057,5.3,4.7,3.5,5.3,5.3,8.0,6.5,4.7,4.0,0
542,0.8285714285714283,-0.3621307692115016,4.8,7.7,4.5,7.2,6.9,9.6,6.4,5.7,5.5,1
220,0.08571428571428563,1.0685093066857896,4.8,6.1,3.2,7.3,4.6,6.3,6.3,4.7,4.6,1
673,0.6571428571428571,-1.077450807160147,5.1,6.1,4.7,5.7,5.7,8.4,5.4,4.1,4.4,0
16,0.31428571428571417,-1.2205148147498763,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,0
562,0.7714285714285716,-1.2920468185447411,6.3,3.9,4.4,3.9,6.4,8.2,5.8,3.0,3.2,0
602,0.34285714285714275,0.9254452990960595,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,1
890,0.4285714285714286,-1.7212388413139283,4.7,5.4,4.3,5.3,4.9,6.0,5.6,4.5,4.3,0
982,0.2857142857142857,0.5677852801217369,8.4,6.1,2.8,7.8,3.8,4.9,7.2,5.4,4.5,0
56,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
1185,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
1178,0.4285714285714286,1.4261693256601122,3.7,6.1,4.2,7.0,6.7,6.8,5.9,4.5,3.9,1
136,0.5428571428571427,-1.4351108261344698,5.7,5.9,5.8,6.4,5.5,8.4,6.4,5.2,4.8,1
621,0.4571428571428571,0.9969773028909252,7.3,5.7,3.7,6.4,5.5,7.4,6.6,4.1,3.4,1
373,0.4571428571428571,1.0685093066857896,4.7,5.4,3.8,6.5,4.9,8.5,4.9,4.1,4.1,1
215,0.8285714285714283,-2.007366856493386,6.6,6.9,4.4,5.4,7.8,5.9,7.2,4.9,4.5,1
945,0.4571428571428571,0.353189268737144,6.7,5.0,4.5,4.7,5.9,6.7,5.1,2.7,3.6,1
226,0.4571428571428571,-1.578174833724199,3.5,6.7,5.4,5.7,6.0,8.2,5.4,4.7,5.2,1
121,0.4857142857142856,0.42472127253200825,2.5,5.9,4.8,4.9,6.0,6.8,4.7,5.0,3.7,1
684,0.9714285714285712,1.1400413104806535,4.6,6.9,5.0,6.9,6.6,7.6,6.5,5.1,4.4,1
177,0.3999999999999999,-1.077450807160147,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,0
374,0.8285714285714283,0.9969773028909252,4.6,6.8,5.8,6.6,6.3,7.4,5.1,4.6,4.3,1
756,0.2,0.4962532763268726,5.8,3.9,2.9,5.6,4.0,6.3,6.1,2.7,3.0,0
345,0.7428571428571427,0.4962532763268726,5.6,5.3,2.3,6.0,5.7,6.7,5.8,4.9,3.6,0
369,1.0,1.211573314275518,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,1
407,0.7428571428571427,0.4962532763268726,5.6,5.3,2.3,6.0,5.7,6.7,5.8,4.9,3.6,0
515,0.5999999999999999,1.4977013294549766,7.1,6.3,2.9,5.4,4.5,3.8,6.7,5.0,3.5,0
1149,0.7714285714285716,-1.2920468185447411,6.3,3.9,4.4,3.9,6.4,8.2,5.8,3.0,3.2,0
276,0.2857142857142857,0.5677852801217369,4.0,6.8,3.2,7.8,3.8,4.9,6.1,4.3,4.5,0
219,0.4857142857142856,-0.00447075023717878,4.3,5.8,4.4,6.9,5.8,4.7,5.2,4.1,4.3,1
664,0.08571428571428563,0.06706125355768552,4.7,7.1,3.6,7.7,3.0,5.2,5.1,4.3,4.7,0
586,0.3714285714285713,-0.2905987654166373,4.1,4.5,3.5,4.1,4.5,7.6,4.9,3.4,3.4,0
884,0.2857142857142857,0.5677852801217369,4.0,6.8,3.2,7.8,3.8,4.9,6.1,4.3,4.5,0
646,0.2857142857142857,0.5677852801217369,6.1,4.3,3.5,6.1,2.9,5.6,6.1,3.1,2.5,0
