OBS_DT,RADIATION,TEMPERATURE,PRESSURE,HUMIDITY,WIND_DIRECTION,WIND_SPEED,TIME_SUNRISE,TIME_SUNSET
2022-09-18 13:15:05,1012.1,62.0,30.45,81.0,337.41,6.75,06:11:00,18:23:00
2022-09-18 13:10:07,1032.35,62.0,30.45,81.0,27.91,4.5,06:11:00,18:23:00
2022-09-18 13:05:04,1021.62,62.0,30.46,80.0,55.49,7.87,06:11:00,18:23:00
2022-09-18 13:00:03,1019.14,62.0,30.45,82.0,348.28,5.62,06:11:00,18:23:00
2022-09-18 12:55:06,1029.12,61.0,30.46,82.0,37.26,7.87,06:11:00,18:23:00
2022-09-18 12:45:02,1028.58,62.0,30.46,80.0,0.22,6.75,06:11:00,18:23:00
2022-09-18 12:40:06,1032.72,62.0,30.46,78.0,57.05,5.62,06:11:00,18:23:00
2022-09-18 12:35:07,1030.59,62.0,30.46,78.0,23.43,6.75,06:11:00,18:23:00
2022-09-18 12:30:04,1033.68,62.0,30.46,76.0,35.34,7.87,06:11:00,18:23:00
2022-09-18 12:25:04,1033.32,63.0,30.46,77.0,64.67,5.62,06:11:00,18:23:00
2022-09-18 12:20:06,1035.95,62.0,30.46,78.0,26.91,3.37,06:11:00,18:23:00
2022-09-18 12:15:10,1040.38,62.0,30.47,77.0,11.08,7.87,06:11:00,18:23:00
2022-09-18 12:10:07,1042.41,61.0,30.47,78.0,32.47,6.75,06:11:00,18:23:00
2022-09-18 12:05:05,1039.52,62.0,30.47,76.0,359.43,6.75,06:11:00,18:23:00
2022-09-18 12:00:06,1038.32,62.0,30.47,74.0,29.49,6.75,06:11:00,18:23:00
2022-09-18 11:50:03,1033.25,62.0,30.47,70.0,354.02,5.62,06:11:00,18:23:00
2022-09-18 11:45:03,1028.78,62.0,30.47,70.0,18.59,2.25,06:11:00,18:23:00
2022-09-18 11:40:03,1026.49,62.0,30.48,67.0,12.1,7.87,06:11:00,18:23:00
2022-09-18 11:35:06,1020.61,62.0,30.48,63.0,35.59,4.5,06:11:00,18:23:00
2022-09-18 11:30:09,1016.9,62.0,30.48,61.0,37.27,7.87,06:11:00,18:23:00
2022-09-18 11:25:05,1012.33,62.0,30.48,63.0,72.52,6.75,06:11:00,18:23:00
2022-09-18 11:20:04,1006.77,62.0,30.48,66.0,38.11,6.75,06:11:00,18:23:00
2022-09-18 11:15:08,1000.51,62.0,30.48,59.0,42.02,9.0,06:11:00,18:23:00
2022-09-18 11:10:05,992.82,62.0,30.48,64.0,63.87,2.25,06:11:00,18:23:00
2022-09-18 11:05:04,985.95,62.0,30.48,65.0,72.62,2.25,06:11:00,18:23:00
2022-09-18 11:00:03,978.62,62.0,30.48,64.0,78.2,2.25,06:11:00,18:23:00
2022-09-18 10:55:04,969.27,62.0,30.48,60.0,23.86,2.25,06:11:00,18:23:00
2022-09-18 10:50:05,960.21,62.0,30.48,60.0,43.7,6.75,06:11:00,18:23:00
2022-09-18 10:45:02,952.34,63.0,30.48,56.0,34.68,9.0,06:11:00,18:23:00
2022-09-18 10:40:04,944.14,63.0,30.48,55.0,63.3,4.5,06:11:00,18:23:00
2022-09-18 10:35:05,933.75,63.0,30.48,57.0,89.3,5.62,06:11:00,18:23:00
2022-09-18 10:30:04,921.61,63.0,30.48,58.0,154.41,3.37,06:11:00,18:23:00
2022-09-18 10:25:06,913.46,63.0,30.48,54.0,65.34,7.87,06:11:00,18:23:00
2022-09-18 10:15:07,890.38,63.0,30.48,49.0,21.62,4.5,06:11:00,18:23:00
2022-09-18 10:10:09,875.84,63.0,30.48,54.0,171.0,3.37,06:11:00,18:23:00
2022-09-18 10:05:04,865.21,63.0,30.49,52.0,21.8,7.87,06:11:00,18:23:00
2022-09-18 10:00:05,851.98,63.0,30.48,55.0,12.96,2.25,06:11:00,18:23:00
2022-09-18 09:55:03,837.6,63.0,30.48,54.0,15.65,3.37,06:11:00,18:23:00
2022-09-18 09:50:03,823.2,63.0,30.48,56.0,41.52,2.25,06:11:00,18:23:00
2022-09-18 09:45:06,808.55,63.0,30.48,59.0,46.72,4.5,06:11:00,18:23:00
2022-09-18 09:40:04,793.94,63.0,30.48,58.0,22.86,5.62,06:11:00,18:23:00
2022-09-18 09:35:05,780.78,63.0,30.48,59.0,103.37,7.87,06:11:00,18:23:00
2022-09-18 09:30:06,763.85,63.0,30.48,60.0,11.98,3.37,06:11:00,18:23:00
2022-09-18 09:25:06,748.52,63.0,30.48,58.0,58.7,6.75,06:11:00,18:23:00
2022-09-18 09:20:11,732.31,62.0,30.48,66.0,68.97,2.25,06:11:00,18:23:00
2022-09-18 09:15:08,715.61,62.0,30.48,64.0,46.18,5.62,06:11:00,18:23:00
2022-09-18 09:10:05,699.26,62.0,30.48,67.0,122.45,4.5,06:11:00,18:23:00
2022-09-18 09:05:05,681.3,62.0,30.48,67.0,99.57,2.25,06:11:00,18:23:00
2022-09-18 09:00:03,663.77,62.0,30.48,69.0,106.15,2.25,06:11:00,18:23:00
2022-09-18 08:55:02,645.55,62.0,30.48,72.0,96.63,5.62,06:11:00,18:23:00
2022-09-18 08:50:08,626.78,61.0,30.48,70.0,15.22,3.37,06:11:00,18:23:00
2022-09-18 08:45:06,607.84,61.0,30.48,75.0,36.81,4.5,06:11:00,18:23:00
2022-09-18 08:40:05,589.11,61.0,30.47,76.0,66.44,3.37,06:11:00,18:23:00
2022-09-18 08:35:07,570.94,61.0,30.47,72.0,45.05,6.75,06:11:00,18:23:00
2022-09-18 08:30:03,550.44,61.0,30.47,81.0,53.51,6.75,06:11:00,18:23:00
2022-09-18 08:25:06,530.83,61.0,30.47,79.0,99.15,3.37,06:11:00,18:23:00
2022-09-18 08:20:04,510.85,61.0,30.47,83.0,68.4,5.62,06:11:00,18:23:00
2022-09-18 08:15:06,490.41,60.0,30.47,75.0,72.32,4.5,06:11:00,18:23:00
2022-09-18 08:10:04,470.03,60.0,30.47,82.0,72.72,3.37,06:11:00,18:23:00
2022-09-18 08:05:03,448.84,60.0,30.47,79.0,75.62,4.5,06:11:00,18:23:00
2022-09-18 08:00:04,428.43,59.0,30.47,81.0,70.13,3.37,06:11:00,18:23:00
2022-09-18 07:55:03,406.92,58.0,30.46,84.0,85.02,1.12,06:11:00,18:23:00
2022-09-18 07:50:08,387.01,58.0,30.46,87.0,150.59,3.37,06:11:00,18:23:00
2022-09-18 07:40:05,346.79,56.0,30.46,93.0,119.45,5.62,06:11:00,18:23:00
2022-09-18 07:35:06,326.09,56.0,30.46,94.0,129.47,3.37,06:11:00,18:23:00
2022-09-18 07:30:06,303.06,56.0,30.46,93.0,50.01,1.12,06:11:00,18:23:00
2022-09-18 07:25:05,273.56,55.0,30.45,87.0,149.78,1.12,06:11:00,18:23:00
2022-09-18 07:20:08,246.8,54.0,30.45,90.0,158.74,4.5,06:11:00,18:23:00
2022-09-18 07:15:02,219.05,53.0,30.45,92.0,152.74,5.62,06:11:00,18:23:00
2022-09-18 07:10:12,192.37,52.0,30.45,95.0,159.26,5.62,06:11:00,18:23:00
2022-09-18 07:05:08,166.44,51.0,30.45,97.0,170.43,4.5,06:11:00,18:23:00
2022-09-18 07:00:07,20.52,51.0,30.45,98.0,139.17,2.25,06:11:00,18:23:00
2022-09-18 06:55:03,19.12,50.0,30.44,96.0,168.38,6.75,06:11:00,18:23:00
2022-09-18 06:50:03,18.25,50.0,30.44,98.0,152.72,3.37,06:11:00,18:23:00
2022-09-18 06:45:07,17.29,50.0,30.44,98.0,38.32,1.12,06:11:00,18:23:00
2022-09-18 06:40:03,16.1,50.0,30.44,100.0,162.0,6.75,06:11:00,18:23:00
2022-09-18 06:35:08,14.89,50.0,30.44,100.0,155.11,5.62,06:11:00,18:23:00
2022-09-18 06:30:05,13.44,50.0,30.44,100.0,167.96,3.37,06:11:00,18:23:00
2022-09-18 06:25:02,11.66,50.0,30.44,100.0,110.11,6.75,06:11:00,18:23:00
2022-09-18 06:20:03,9.56,50.0,30.44,100.0,151.1,6.75,06:11:00,18:23:00
2022-09-18 06:15:04,7.48,50.0,30.44,100.0,123.54,6.75,06:11:00,18:23:00
2022-09-18 06:10:06,5.51,50.0,30.44,100.0,161.31,4.5,06:11:00,18:23:00
2022-09-18 06:05:05,3.5,50.0,30.44,100.0,127.42,4.5,06:11:00,18:23:00
2022-09-18 06:00:05,1.96,50.0,30.44,100.0,160.7,2.25,06:11:00,18:23:00
2022-09-18 05:55:08,1.27,50.0,30.44,100.0,167.54,4.5,06:11:00,18:23:00
2022-09-18 05:50:07,1.2,51.0,30.44,101.0,152.83,3.37,06:11:00,18:23:00
2022-09-18 05:45:07,1.27,50.0,30.44,101.0,178.77,3.37,06:11:00,18:23:00
2022-09-18 05:40:03,1.22,50.0,30.43,100.0,179.07,3.37,06:11:00,18:23:00
2022-09-18 05:35:03,1.26,51.0,30.44,100.0,136.32,5.62,06:11:00,18:23:00
2022-09-18 05:30:04,1.24,51.0,30.43,101.0,141.67,2.25,06:11:00,18:23:00
2022-09-18 05:25:11,1.22,51.0,30.43,101.0,141.07,6.75,06:11:00,18:23:00
2022-09-18 05:20:05,1.25,51.0,30.43,101.0,120.89,5.62,06:11:00,18:23:00
2022-09-18 05:15:05,1.23,51.0,30.43,101.0,158.45,1.12,06:11:00,18:23:00
2022-09-18 05:10:04,1.25,51.0,30.43,101.0,134.52,2.25,06:11:00,18:23:00
2022-09-18 05:05:06,1.25,51.0,30.43,101.0,166.91,5.62,06:11:00,18:23:00
2022-09-18 05:00:08,1.23,51.0,30.43,101.0,180.08,4.5,06:11:00,18:23:00
2022-09-18 04:55:03,1.21,51.0,30.43,100.0,157.13,6.75,06:11:00,18:23:00
2022-09-18 04:50:03,1.28,51.0,30.43,101.0,165.07,6.75,06:11:00,18:23:00
2022-09-18 04:45:09,1.22,51.0,30.43,100.0,167.94,5.62,06:11:00,18:23:00
2022-09-18 04:35:05,1.2,52.0,30.43,100.0,169.9,5.62,06:11:00,18:23:00
2022-09-18 04:30:04,1.27,52.0,30.43,100.0,139.08,5.62,06:11:00,18:23:00
2022-09-18 04:25:05,1.28,52.0,30.43,100.0,165.74,4.5,06:11:00,18:23:00
2022-09-18 04:20:08,1.26,52.0,30.43,100.0,150.6,4.5,06:11:00,18:23:00
2022-09-18 04:15:08,1.2,52.0,30.43,100.0,163.96,4.5,06:11:00,18:23:00
2022-09-18 04:10:05,1.23,52.0,30.43,100.0,140.19,4.5,06:11:00,18:23:00
2022-09-18 04:05:04,1.26,52.0,30.43,100.0,140.35,2.25,06:11:00,18:23:00
2022-09-18 04:00:03,1.25,52.0,30.43,100.0,113.75,4.5,06:11:00,18:23:00
2022-09-18 03:55:08,1.26,52.0,30.43,100.0,160.17,5.62,06:11:00,18:23:00
2022-09-18 03:50:04,1.28,52.0,30.44,100.0,169.31,5.62,06:11:00,18:23:00
2022-09-18 03:45:06,1.26,52.0,30.44,100.0,163.8,5.62,06:11:00,18:23:00
2022-09-18 03:40:09,1.21,52.0,30.44,100.0,149.67,6.75,06:11:00,18:23:00
2022-09-18 03:35:05,1.26,51.0,30.44,100.0,168.64,4.5,06:11:00,18:23:00
2022-09-18 03:30:03,1.25,51.0,30.44,100.0,174.24,6.75,06:11:00,18:23:00
2022-09-18 03:25:07,1.25,51.0,30.44,100.0,151.12,9.0,06:11:00,18:23:00
2022-09-18 03:15:05,1.27,51.0,30.44,99.0,167.32,4.5,06:11:00,18:23:00
2022-09-18 03:10:07,1.25,51.0,30.44,99.0,154.81,9.0,06:11:00,18:23:00
2022-09-18 03:05:08,1.25,51.0,30.44,99.0,166.55,7.87,06:11:00,18:23:00
2022-09-18 03:00:06,1.25,51.0,30.44,99.0,165.53,7.87,06:11:00,18:23:00
2022-09-18 02:55:02,1.24,51.0,30.44,99.0,174.1,6.75,06:11:00,18:23:00
2022-09-18 02:45:06,1.25,51.0,30.45,98.0,164.73,7.87,06:11:00,18:23:00
2022-09-18 02:40:04,1.25,51.0,30.45,98.0,146.97,6.75,06:11:00,18:23:00
2022-09-18 02:35:06,1.23,51.0,30.45,97.0,174.16,9.0,06:11:00,18:23:00
2022-09-18 02:30:07,1.23,51.0,30.45,97.0,156.93,7.87,06:11:00,18:23:00
2022-09-18 02:25:04,1.26,50.0,30.45,96.0,151.22,5.62,06:11:00,18:23:00
2022-09-18 02:20:10,1.21,50.0,30.45,94.0,180.76,4.5,06:11:00,18:23:00
2022-09-18 02:15:06,1.23,50.0,30.45,92.0,152.96,2.25,06:11:00,18:23:00
2022-09-18 02:10:06,1.23,50.0,30.45,92.0,166.04,6.75,06:11:00,18:23:00
2022-09-18 02:05:09,1.27,50.0,30.45,93.0,155.32,4.5,06:11:00,18:23:00
2022-09-18 02:00:02,1.22,50.0,30.45,93.0,185.0,6.75,06:11:00,18:23:00
2022-09-18 01:55:06,1.19,50.0,30.46,93.0,175.39,6.75,06:11:00,18:23:00
2022-09-18 01:50:04,1.24,50.0,30.46,92.0,172.51,5.62,06:11:00,18:23:00
2022-09-18 01:45:03,1.24,51.0,30.46,93.0,160.17,5.62,06:11:00,18:23:00
2022-09-18 01:40:06,1.25,51.0,30.46,94.0,147.75,7.87,06:11:00,18:23:00
2022-09-18 01:35:09,1.24,51.0,30.46,92.0,167.03,7.87,06:11:00,18:23:00
2022-09-18 01:30:08,1.23,51.0,30.46,91.0,159.93,7.87,06:11:00,18:23:00
2022-09-18 01:25:08,1.25,51.0,30.46,89.0,147.11,7.87,06:11:00,18:23:00
2022-09-18 01:20:02,1.27,51.0,30.46,86.0,146.13,9.0,06:11:00,18:23:00
2022-09-18 01:15:06,1.27,51.0,30.46,86.0,147.59,7.87,06:11:00,18:23:00
2022-09-18 01:10:04,1.21,50.0,30.47,84.0,108.55,6.75,06:11:00,18:23:00
2022-09-18 01:05:07,1.22,51.0,30.47,84.0,161.07,5.62,06:11:00,18:23:00
2022-09-18 01:00:06,1.25,50.0,30.47,84.0,168.35,6.75,06:11:00,18:23:00
2022-09-18 00:55:05,1.23,50.0,30.47,84.0,183.16,5.62,06:11:00,18:23:00
2022-09-18 00:45:08,1.24,51.0,30.47,84.0,172.97,6.75,06:11:00,18:23:00
2022-09-18 00:40:05,1.24,51.0,30.47,84.0,174.26,5.62,06:11:00,18:23:00
2022-09-18 00:35:06,1.26,51.0,30.47,84.0,140.13,7.87,06:11:00,18:23:00
2022-09-18 00:30:06,1.21,51.0,30.47,85.0,146.99,5.62,06:11:00,18:23:00
2022-09-18 00:25:02,1.25,51.0,30.47,86.0,173.65,3.37,06:11:00,18:23:00
2022-09-18 00:20:05,1.22,51.0,30.47,85.0,167.86,6.75,06:11:00,18:23:00
2022-09-18 00:10:12,1.25,51.0,30.48,85.0,168.51,5.62,06:11:00,18:23:00
2022-09-18 00:05:04,1.25,51.0,30.48,85.0,148.8,9.0,06:11:00,18:23:00
2022-09-18 00:00:03,1.22,51.0,30.48,86.0,180.59,5.62,06:11:00,18:23:00
2022-09-17 23:55:07,1.25,51.0,30.48,86.0,148.82,9.0,06:10:00,18:24:00
2022-09-17 23:45:03,1.2,51.0,30.48,87.0,185.99,9.0,06:10:00,18:24:00
2022-09-17 23:40:13,1.23,51.0,30.48,86.0,183.74,7.87,06:10:00,18:24:00
2022-09-17 23:35:04,1.22,51.0,30.49,86.0,173.11,9.0,06:10:00,18:24:00
2022-09-17 23:30:04,1.22,52.0,30.49,85.0,157.56,10.12,06:10:00,18:24:00
2022-09-17 23:25:03,1.23,52.0,30.49,85.0,167.92,7.87,06:10:00,18:24:00
2022-09-17 23:20:03,1.23,51.0,30.49,85.0,146.88,9.0,06:10:00,18:24:00
2022-09-17 23:15:09,1.25,52.0,30.49,85.0,187.82,5.62,06:10:00,18:24:00
2022-09-17 23:10:05,1.27,52.0,30.49,84.0,147.85,9.0,06:10:00,18:24:00
2022-09-17 23:05:06,1.26,52.0,30.49,84.0,142.54,6.75,06:10:00,18:24:00
2022-09-17 23:00:10,1.23,52.0,30.49,84.0,175.13,6.75,06:10:00,18:24:00
2022-09-17 22:55:09,1.25,52.0,30.49,84.0,168.68,10.12,06:10:00,18:24:00
2022-09-17 22:50:04,1.22,52.0,30.49,84.0,153.57,7.87,06:10:00,18:24:00
2022-09-17 22:45:08,1.28,52.0,30.49,83.0,165.7,6.75,06:10:00,18:24:00
2022-09-17 22:40:05,1.26,52.0,30.49,83.0,149.07,4.5,06:10:00,18:24:00
2022-09-17 22:35:08,1.26,52.0,30.49,83.0,160.06,9.0,06:10:00,18:24:00
2022-09-17 22:30:02,1.29,52.0,30.49,83.0,169.03,7.87,06:10:00,18:24:00
2022-09-17 22:25:04,1.28,52.0,30.49,83.0,192.46,7.87,06:10:00,18:24:00
2022-09-17 22:20:05,1.22,52.0,30.49,83.0,140.3,6.75,06:10:00,18:24:00
2022-09-17 22:15:03,1.26,52.0,30.49,83.0,156.89,6.75,06:10:00,18:24:00
2022-09-17 22:10:10,1.26,52.0,30.49,83.0,181.91,7.87,06:10:00,18:24:00
2022-09-17 22:05:02,1.22,52.0,30.49,83.0,173.03,7.87,06:10:00,18:24:00
2022-09-17 22:00:06,1.26,52.0,30.49,83.0,165.54,6.75,06:10:00,18:24:00
2022-09-17 21:55:06,1.22,52.0,30.49,83.0,173.13,5.62,06:10:00,18:24:00
2022-09-17 21:50:05,1.27,52.0,30.5,83.0,124.74,3.37,06:10:00,18:24:00
2022-09-17 21:45:03,1.27,52.0,30.49,83.0,160.83,5.62,06:10:00,18:24:00
2022-09-17 21:40:11,1.2,53.0,30.5,83.0,171.9,9.0,06:10:00,18:24:00
2022-09-17 21:35:04,1.23,53.0,30.49,83.0,153.03,4.5,06:10:00,18:24:00
2022-09-17 21:30:03,1.26,53.0,30.49,83.0,163.29,4.5,06:10:00,18:24:00
2022-09-17 21:25:04,1.26,53.0,30.49,84.0,167.38,3.37,06:10:00,18:24:00
2022-09-17 21:20:05,1.26,53.0,30.49,86.0,126.13,2.25,06:10:00,18:24:00
2022-09-17 21:15:13,1.25,53.0,30.49,85.0,148.76,3.37,06:10:00,18:24:00
2022-09-17 21:10:06,1.27,53.0,30.49,87.0,155.75,3.37,06:10:00,18:24:00
2022-09-17 21:05:03,1.25,53.0,30.49,84.0,128.24,6.75,06:10:00,18:24:00
2022-09-17 21:00:04,1.25,53.0,30.49,82.0,126.34,6.75,06:10:00,18:24:00
2022-09-17 20:55:05,1.24,53.0,30.49,81.0,161.45,3.37,06:10:00,18:24:00
2022-09-17 20:50:07,1.28,53.0,30.48,81.0,160.06,1.12,06:10:00,18:24:00
2022-09-17 20:45:03,1.26,53.0,30.48,82.0,170.31,5.62,06:10:00,18:24:00
2022-09-17 20:40:04,1.26,53.0,30.48,81.0,135.26,3.37,06:10:00,18:24:00
2022-09-17 20:35:05,1.28,53.0,30.48,80.0,144.54,6.75,06:10:00,18:24:00
2022-09-17 20:30:05,1.22,53.0,30.48,81.0,147.36,6.75,06:10:00,18:24:00
2022-09-17 20:25:07,1.23,53.0,30.48,81.0,154.88,5.62,06:10:00,18:24:00
2022-09-17 20:20:10,1.25,53.0,30.48,81.0,173.24,4.5,06:10:00,18:24:00
2022-09-17 20:15:04,1.24,53.0,30.48,80.0,130.3,5.62,06:10:00,18:24:00
2022-09-17 20:10:05,1.22,53.0,30.48,79.0,127.48,5.62,06:10:00,18:24:00
2022-09-17 20:05:06,1.23,53.0,30.47,79.0,129.02,6.75,06:10:00,18:24:00
2022-09-17 20:00:04,1.25,53.0,30.47,79.0,100.27,2.25,06:10:00,18:24:00
2022-09-17 19:55:06,1.26,53.0,30.47,79.0,134.43,3.37,06:10:00,18:24:00
2022-09-17 19:50:09,1.23,53.0,30.47,79.0,119.61,2.25,06:10:00,18:24:00
2022-09-17 19:45:04,1.25,54.0,30.47,79.0,146.69,7.87,06:10:00,18:24:00
2022-09-17 19:40:05,1.27,54.0,30.47,78.0,147.58,6.75,06:10:00,18:24:00
2022-09-17 19:35:06,1.25,54.0,30.47,77.0,118.44,3.37,06:10:00,18:24:00
2022-09-17 19:30:08,1.24,54.0,30.47,78.0,140.91,5.62,06:10:00,18:24:00
2022-09-17 19:25:05,1.25,54.0,30.47,77.0,117.56,6.75,06:10:00,18:24:00
2022-09-17 19:20:08,1.22,54.0,30.46,77.0,160.87,5.62,06:10:00,18:24:00
2022-09-17 19:15:04,1.22,54.0,30.46,76.0,129.59,5.62,06:10:00,18:24:00
2022-09-17 19:10:07,1.24,54.0,30.46,78.0,133.93,4.5,06:10:00,18:24:00
2022-09-17 19:05:06,1.24,54.0,30.47,79.0,133.82,4.5,06:10:00,18:24:00
2022-09-17 19:00:07,1.2,54.0,30.47,78.0,155.36,3.37,06:10:00,18:24:00
2022-09-17 18:55:03,1.23,54.0,30.46,78.0,161.8,2.25,06:10:00,18:24:00
2022-09-17 18:50:06,1.27,54.0,30.46,78.0,106.41,4.5,06:10:00,18:24:00
2022-09-17 18:45:06,1.2,54.0,30.46,80.0,119.93,4.5,06:10:00,18:24:00
2022-09-17 18:40:08,1.28,55.0,30.46,84.0,135.37,9.0,06:10:00,18:24:00
2022-09-17 18:35:03,1.2,55.0,30.46,83.0,134.74,5.62,06:10:00,18:24:00
2022-09-17 18:30:04,1.46,55.0,30.46,85.0,135.56,5.62,06:10:00,18:24:00
2022-09-17 18:25:05,2.28,55.0,30.46,85.0,144.24,5.62,06:10:00,18:24:00
2022-09-17 18:20:02,3.41,55.0,30.46,83.0,94.68,6.75,06:10:00,18:24:00
2022-09-17 18:15:06,7.25,55.0,30.46,81.0,118.69,7.87,06:10:00,18:24:00
2022-09-17 18:10:08,11.45,56.0,30.46,82.0,109.54,7.87,06:10:00,18:24:00
2022-09-17 18:05:04,15.18,56.0,30.46,81.0,131.78,3.37,06:10:00,18:24:00
2022-09-17 18:00:05,19.87,56.0,30.46,80.0,156.36,5.62,06:10:00,18:24:00
2022-09-17 17:55:03,25.21,57.0,30.46,79.0,92.22,3.37,06:10:00,18:24:00
2022-09-17 17:50:05,33.82,57.0,30.46,80.0,91.69,6.75,06:10:00,18:24:00
2022-09-17 17:45:07,51.79,57.0,30.46,79.0,108.55,5.62,06:10:00,18:24:00
2022-09-17 17:40:07,67.32,57.0,30.45,79.0,136.6,7.87,06:10:00,18:24:00
2022-09-17 17:35:06,89.96,57.0,30.45,78.0,65.17,2.25,06:10:00,18:24:00
2022-09-17 17:30:04,126.24,57.0,30.45,78.0,55.96,2.25,06:10:00,18:24:00
2022-09-17 17:25:03,133.58,58.0,30.45,77.0,87.38,5.62,06:10:00,18:24:00
2022-09-17 17:20:06,126.62,58.0,30.45,76.0,89.96,4.5,06:10:00,18:24:00
2022-09-17 17:15:05,177.51,58.0,30.45,76.0,159.01,3.37,06:10:00,18:24:00
2022-09-17 17:10:08,170.24,58.0,30.45,77.0,95.83,3.37,06:10:00,18:24:00
2022-09-17 17:05:03,178.18,58.0,30.45,81.0,86.74,6.75,06:10:00,18:24:00
2022-09-17 17:00:06,176.57,58.0,30.45,82.0,132.58,5.62,06:10:00,18:24:00
2022-09-17 16:55:07,247.31,58.0,30.45,81.0,134.84,5.62,06:10:00,18:24:00
2022-09-17 16:50:02,191.76,57.0,30.45,84.0,78.73,3.37,06:10:00,18:24:00
2022-09-17 16:45:04,204.5,57.0,30.45,87.0,80.47,9.0,06:10:00,18:24:00
2022-09-17 16:40:05,200.14,58.0,30.45,89.0,46.77,7.87,06:10:00,18:24:00
2022-09-17 16:35:06,202.15,58.0,30.45,90.0,53.38,9.0,06:10:00,18:24:00
2022-09-17 16:30:02,211.67,58.0,30.45,85.0,93.27,6.75,06:10:00,18:24:00
2022-09-17 16:25:08,224.02,58.0,30.45,86.0,84.37,7.87,06:10:00,18:24:00
2022-09-17 16:20:04,242.95,59.0,30.45,87.0,78.12,6.75,06:10:00,18:24:00
2022-09-17 16:15:05,256.24,59.0,30.45,83.0,98.01,4.5,06:10:00,18:24:00
2022-09-17 16:10:05,295.8,59.0,30.45,84.0,52.53,4.5,06:10:00,18:24:00
2022-09-17 16:05:03,398.47,59.0,30.45,82.0,41.44,7.87,06:10:00,18:24:00
2022-09-17 16:00:06,344.46,59.0,30.45,86.0,73.53,9.0,06:10:00,18:24:00
2022-09-17 15:55:04,371.29,59.0,30.45,83.0,76.99,5.62,06:10:00,18:24:00
2022-09-17 15:50:02,357.99,59.0,30.45,84.0,74.5,4.5,06:10:00,18:24:00
2022-09-17 15:45:02,362.31,59.0,30.45,83.0,34.16,2.25,06:10:00,18:24:00
2022-09-17 15:40:05,361.57,60.0,30.45,85.0,65.33,3.37,06:10:00,18:24:00
2022-09-17 15:35:05,384.05,60.0,30.45,83.0,50.2,4.5,06:10:00,18:24:00
2022-09-17 15:30:03,448.99,60.0,30.45,85.0,37.33,7.87,06:10:00,18:24:00
2022-09-17 15:25:07,465.01,60.0,30.45,84.0,54.27,6.75,06:10:00,18:24:00
2022-09-17 15:20:06,443.25,60.0,30.45,84.0,78.41,6.75,06:10:00,18:24:00
2022-09-17 15:15:03,556.76,60.0,30.45,86.0,48.97,9.0,06:10:00,18:24:00
2022-09-17 15:10:09,593.34,60.0,30.45,87.0,316.04,2.25,06:10:00,18:24:00
2022-09-17 15:05:06,556.8,59.0,30.45,87.0,77.79,6.75,06:10:00,18:24:00
2022-09-17 15:00:02,533.43,59.0,30.45,88.0,359.92,4.5,06:10:00,18:24:00
2022-09-17 14:55:08,544.55,59.0,30.45,90.0,44.75,6.75,06:10:00,18:24:00
2022-09-17 14:50:08,470.02,59.0,30.45,90.0,42.26,2.25,06:10:00,18:24:00
2022-09-17 14:45:05,437.79,59.0,30.45,90.0,43.56,11.25,06:10:00,18:24:00
2022-09-17 14:40:05,417.91,59.0,30.46,90.0,15.34,4.5,06:10:00,18:24:00
2022-09-17 14:35:03,423.66,59.0,30.45,91.0,73.64,7.87,06:10:00,18:24:00
2022-09-17 14:30:06,441.82,59.0,30.46,90.0,51.65,10.12,06:10:00,18:24:00
2022-09-17 14:25:05,467.81,59.0,30.46,91.0,37.7,6.75,06:10:00,18:24:00
2022-09-17 14:20:06,458.11,59.0,30.46,91.0,20.24,9.0,06:10:00,18:24:00
2022-09-17 14:15:04,506.58,59.0,30.46,89.0,130.79,3.37,06:10:00,18:24:00
2022-09-17 14:10:05,539.97,60.0,30.46,91.0,138.84,9.0,06:10:00,18:24:00
2022-09-17 14:05:04,602.96,60.0,30.46,91.0,78.06,6.75,06:10:00,18:24:00
2022-09-17 14:00:10,622.34,59.0,30.46,91.0,59.62,10.12,06:10:00,18:24:00
2022-09-17 13:55:05,584.23,60.0,30.46,91.0,73.54,3.37,06:10:00,18:24:00
2022-09-17 13:50:04,590.95,60.0,30.46,91.0,78.04,10.12,06:10:00,18:24:00
2022-09-17 13:45:04,574.88,60.0,30.46,89.0,13.71,3.37,06:10:00,18:24:00
2022-09-17 13:40:07,589.97,60.0,30.46,88.0,54.18,5.62,06:10:00,18:24:00
2022-09-17 13:35:02,692.36,60.0,30.47,90.0,95.49,9.0,06:10:00,18:24:00
2022-09-17 13:30:04,770.26,60.0,30.47,88.0,32.4,13.5,06:10:00,18:24:00
2022-09-17 13:25:05,772.43,60.0,30.47,90.0,105.26,3.37,06:10:00,18:24:00
2022-09-17 13:20:34,780.3,60.0,30.47,90.0,64.71,9.0,06:10:00,18:24:00
2022-09-17 13:20:28,780.69,60.0,30.47,90.0,24.23,11.25,06:10:00,18:24:00
2022-09-17 13:10:04,670.39,59.0,30.47,93.0,57.12,3.37,06:10:00,18:24:00
2022-09-17 13:05:09,733.33,59.0,30.47,93.0,41.13,7.87,06:10:00,18:24:00
2022-09-17 13:00:05,586.3,59.0,30.47,93.0,52.99,4.5,06:10:00,18:24:00
2022-09-17 12:55:03,588.75,59.0,30.47,92.0,4.34,10.12,06:10:00,18:24:00
