USER_ID,PRD_CAT,PRD_ID,GENDER,AGE_GRP,MARITAL_YN,PUR_AMT
1001339,1,P00303442,M,36-45,0,7971
1001639,1,P00112542,M,26-35,0,19149
1001494,2,P00227942,M,26-35,1,6694
1001168,1,P00145642,F,26-35,1,11959
1000861,1,P00002142,M,26-35,0,15621
1000509,2,P00182642,M,26-35,1,10066
1000746,1,P00093542,F,18-25,0,3808
1001710,3,P00000142,M,18-25,0,5677
1000780,1,P00010742,M,26-35,0,15837
1000957,1,P00119642,M,36-45,1,19024
1000757,1,P0097342,M,26-35,0,7831
1000939,1,P00128942,F,26-35,0,19474
1000092,1,P00194642,F,18-25,0,4493
1000560,1,P00127642,M,46-50,1,19164
1001103,1,P00334242,F,46-50,0,15434
1000624,2,P00266542,M,26-35,0,12937
1000264,3,P00189842,M,36-45,1,8129
1000111,1,P00046142,M,36-45,0,11599
1000242,1,P00161242,F,18-25,0,11746
1000179,2,P00002942,M,26-35,0,12700
1000048,2,P00057742,M,26-35,1,9652
1000980,1,P00128942,M,26-35,1,15697
1001216,1,P00233542,M,26-35,1,19351
1001010,1,P00142942,M,26-35,0,8111
1001120,3,P00194342,M,18-25,1,8208
1001681,1,P00201442,M,18-25,0,19243
1001726,1,P00039242,M,26-35,1,4139
1000857,1,P00177442,M,36-45,1,11855
1001593,1,P00130742,M,26-35,1,8063
1000999,1,P00237542,M,26-35,0,19265
1000963,1,P00050442,M,26-35,1,11683
1000990,1,P00304442,M,18-25,0,8006
1001685,1,P00118642,M,36-45,0,12080
1000170,1,P00128942,M,26-35,1,19502
1001502,2,P00000242,M,18-25,0,13189
1001264,1,P00345642,M,26-35,0,15390
1001748,3,P00057542,M,51-55,1,8125
1001613,1,P00053542,M,18-25,0,8337
1000352,1,P00114942,M,18-25,0,11802
1001281,1,P00184942,M,26-35,0,8009
1000846,1,P00305242,M,26-35,1,19389
1000026,2,P00059542,M,26-35,1,9734
1000112,3,P00070942,M,26-35,1,7995
1000242,1,P00037042,F,18-25,0,7969
1000244,1,P00114942,M,51-55,1,19692
1000130,1,P00110942,M,36-45,1,18970
1000955,1,P00191442,F,51-55,1,7841
1001356,1,P00128142,F,18-25,0,11645
1001647,2,P00187142,M,18-25,0,6607
1001647,1,P00221742,M,18-25,0,15256
1001128,1,P00223042,M,26-35,0,4098
1000656,1,P00110942,F,46-50,1,19324
1001495,2,P00044242,M,18-25,0,3464
1001404,3,P00190142,M,51-55,1,5566
1001390,1,P00110842,M,36-45,1,19224
1000833,1,P00358442,M,36-45,1,15238
1001613,1,P00016042,M,18-25,0,15701
1001312,1,P00039242,M,26-35,1,3860
1000023,3,P00069042,M,36-45,1,11022
1000424,1,P00339342,M,26-35,0,15799
1001071,2,P00324742,M,51-55,0,16141
1001613,1,P00132942,M,18-25,0,8143
1000604,1,P00182142,M,46-50,1,19123
1000652,2,P00161542,M,18-25,0,3778
1000692,1,P00048142,F,26-35,1,12085
1000508,1,P00019342,M,26-35,0,15880
1000631,2,P00345842,M,36-45,1,16247
1000977,2,P00100442,M,26-35,0,16392
1000937,1,P00036842,M,26-35,1,15367
1001597,3,P00216342,M,26-35,1,10613
1000214,2,P00171542,M,18-25,0,6540
1000532,1,P00201342,M,26-35,0,15327
1000777,1,P00355142,M,18-25,0,19705
1001449,2,P00000242,M,36-45,1,6419
1001780,1,P00028442,M,36-45,0,7903
1001168,1,P00042942,F,26-35,1,15447
1001349,1,P00110742,M,51-55,1,19446
1000368,1,P00351342,M,26-35,0,15369
1000438,1,P00173842,M,18-25,0,11870
1001780,3,P00196142,M,36-45,0,5789
1001748,1,P00114342,M,51-55,1,15909
1001059,1,P00057942,F,26-35,0,7760
1000777,1,P00016742,M,18-25,0,7828
1000476,1,P00223042,M,36-45,0,7963
1000714,3,P00196142,M,18-25,0,13658
1001748,1,P00220142,M,51-55,1,12108
1000359,1,P00233442,M,26-35,0,15361
1000236,2,P00116842,M,26-35,0,16208
1000048,1,P00162442,M,26-35,1,11404
1000052,1,P00049842,M,18-25,0,19457
1001329,1,P00347642,M,18-25,0,11577
1001338,1,P00059642,M,26-35,1,15881
1000252,1,P00140742,M,26-35,0,11532
1001680,1,P00289242,M,26-35,1,8220
1001377,2,P00352842,M,36-45,1,6939
1001746,3,P00284142,M,26-35,1,5362
1000809,1,P00143642,M,26-35,0,19065
1000881,1,P00016542,M,18-25,0,11639
1000424,1,P00105142,M,26-35,0,15263
1000018,1,P00110742,F,18-25,0,19138
1001392,1,P0097242,M,46-50,1,15389
1000493,1,P00351142,M,51-55,1,15670
1000192,1,P00002042,M,18-25,0,11936
1000647,1,P00079742,M,36-45,1,15711
1001358,1,P00318742,M,36-45,1,11486
1000015,1,P00243942,M,26-35,0,11651
1001794,2,P00118342,M,26-35,0,12724
1001655,1,P00142142,M,18-25,1,11601
1000456,1,P00277442,M,36-45,0,11738
1001172,1,P00346442,F,26-35,1,11401
1000202,1,P00338442,M,18-25,0,15804
1000714,3,P0095842,M,18-25,0,13416
1001346,1,P00350342,M,36-45,0,11638
1000985,1,P00070042,M,26-35,0,15399
1001117,1,P00241642,M,18-25,0,19094
1001369,3,P00058242,M,26-35,1,7930
1001132,2,P00100442,M,18-25,1,13204
1001483,1,P00127942,M,18-25,0,7750
1000757,1,P00028042,M,26-35,0,8146
1000260,1,P00274042,M,18-25,0,12019
1000536,1,P00127642,M,26-35,0,19369
1000337,1,P00198742,M,18-25,0,15196
1001181,1,P00243942,M,36-45,1,11495
1000505,1,P00142142,M,36-45,1,15824
1000005,1,P00304342,M,26-35,1,8162
1000631,2,P00057742,M,36-45,1,13087
1000531,1,P00105142,F,18-25,0,15574
1000148,1,P00261142,M,51-55,1,11528
1000284,3,P00058242,M,26-35,1,8165
1001543,1,P00209742,M,26-35,0,15812
1000983,2,P00352842,F,26-35,1,15888
1000495,1,P00145042,M,18-25,0,11894
1000549,1,P00274042,M,26-35,0,19212
1000509,1,P00062842,M,26-35,1,11479
1000828,1,P00046742,M,18-25,0,15405
1000509,1,P00229742,M,26-35,1,11912
1000531,3,P00058242,F,18-25,0,13517
1000333,3,P00191642,M,36-45,1,5431
1000575,1,P00157642,M,26-35,1,15245
1001507,1,P00356542,M,36-45,0,11792
1000308,3,P00035542,M,26-35,1,8310
1000714,2,P00065242,M,18-25,0,9893
1000412,1,P00248942,M,36-45,1,19326
1001148,1,P00121342,M,36-45,1,15866
1001501,3,P00351742,M,26-35,0,11062
1001368,1,P00110842,F,26-35,0,15447
1000272,1,P00229742,M,18-25,0,8294
1001457,1,P00010742,M,26-35,1,19194
1000429,1,P00010742,M,18-25,0,15524
1000881,1,P00111142,M,18-25,0,19384
1000587,1,P00113142,M,26-35,0,15621
1000577,1,P00080342,M,36-45,0,19132
1000187,1,P00054242,F,46-50,0,15261
1001623,1,P00246142,M,51-55,0,15215
1000052,1,P00145042,M,18-25,0,7942
1001532,2,P00228542,M,18-25,0,3334
1001005,1,P00274242,M,36-45,0,19528
1000028,1,P00120042,F,26-35,1,15168
1000245,2,P00225842,M,36-45,0,3206
1000678,1,P00118442,M,26-35,1,15769
1000736,1,P00145042,M,18-25,1,15259
1001624,1,P00010942,M,26-35,1,11470
1000338,1,P00208342,M,36-45,0,15839
1000309,1,P00105142,M,26-35,0,19123
1001260,2,P00277642,M,26-35,0,12762
1001181,1,P00140742,M,36-45,1,18997
1000355,3,P00060242,M,18-25,0,3136
1000149,1,P00320742,M,26-35,1,8008
1001635,1,P00221242,M,26-35,0,7956
1000509,1,P00251642,M,26-35,1,11531
1001601,1,P00182342,M,26-35,0,15250
1001484,1,P00112142,M,26-35,0,12038
1001579,2,P00195342,M,26-35,0,6904
1000566,2,P00010542,M,26-35,0,9605
1000481,1,P00080342,M,46-50,0,11822
1001242,1,P00173342,F,36-45,1,11549
1001004,1,P00261242,M,26-35,0,4048
1000173,2,P00118342,M,26-35,1,9556
1001149,1,P00042142,M,26-35,1,8077
1001317,1,P00339842,M,46-50,1,12092
1001260,1,P00110742,M,26-35,0,19055
1000018,1,P00253142,F,18-25,0,11594
1000092,1,P00289242,F,18-25,0,15848
1000854,2,P00345842,F,26-35,0,9947
1000959,1,P00169742,M,51-55,0,15873
1001051,1,P00145042,F,26-35,1,4282
1000453,1,P00192542,M,18-25,0,12114
1000166,1,P00057942,M,18-25,1,15397
1001647,1,P00218142,M,18-25,0,8292
1001727,3,P00190742,M,36-45,1,10577
1001496,1,P00004442,M,26-35,0,7900
1000509,1,P00035942,M,26-35,1,15441
1001173,1,P00040742,F,26-35,0,11596
1001449,3,P0095942,M,36-45,1,10817
1000756,1,P00111142,M,36-45,0,19505
1000777,1,P00127242,M,18-25,0,12021
1001587,3,P00035542,F,26-35,0,10843
1001498,1,P00334242,M,18-25,0,19684
1000324,1,P00044442,M,36-45,1,11856
1000198,1,P00008842,M,26-35,1,8128
1000787,1,P00110742,M,18-25,0,15376
1001516,1,P00019942,F,26-35,0,4488
1000508,1,P00112642,M,26-35,0,15918
1000476,1,P00080342,M,36-45,0,19240
1001726,1,P00293842,M,26-35,1,11398
1000520,1,P00146042,F,36-45,0,7652
1001726,1,P00346142,M,26-35,1,11792
1001624,1,P00352142,M,26-35,1,7949
1001087,2,P00117142,M,26-35,0,16496
1001764,1,P00332242,M,18-25,0,19616
1001202,2,P00000242,M,36-45,0,13030
1000881,1,P00073842,M,18-25,0,11926
1001680,2,P00012242,M,26-35,1,3262
1000770,1,P00015842,M,18-25,1,18988
1000571,3,P00070542,M,51-55,1,13324
1001737,2,P00223742,M,36-45,0,12757
1001325,3,P00130442,M,26-35,1,8084
1000648,1,P00112542,F,26-35,1,15282
1001451,1,P00220142,M,36-45,0,15527
1000442,3,P00249642,M,26-35,0,10733
1001595,3,P00294442,M,36-45,0,13251
1001193,1,P00136742,M,26-35,1,11577
1001628,1,P00261142,M,18-25,0,4191
1000911,1,P00105142,M,51-55,1,15513
1000524,1,P00093342,M,18-25,0,8102
1001340,1,P00170342,M,26-35,0,7737
1001793,1,P00173842,M,26-35,0,4019
1001117,1,P00307542,M,18-25,0,11910
1001449,1,P00201342,M,36-45,1,8131
1000175,1,P00004242,F,26-35,0,15325
1000505,1,P00035942,M,36-45,1,11503
1001665,1,P00144642,M,46-50,0,8206
1001390,1,P00062842,M,36-45,1,15822
1000777,1,P00016842,M,18-25,0,7892
1001483,1,P00241642,M,18-25,0,11421
1001764,1,P00030742,M,18-25,0,19487
1000053,3,P00190042,M,26-35,0,10821
1000482,1,P00233742,M,26-35,1,11913
1000508,2,P00352842,M,26-35,0,13285
1001230,1,P00329542,M,26-35,0,15260
1001283,1,P00016342,F,18-25,0,15189
1000097,2,P00269342,F,36-45,0,12759
1000248,1,P0097242,M,18-25,1,19276
1001726,1,P00241542,M,26-35,1,4355
1000770,1,P00008842,M,18-25,1,3911
1000937,1,P00062842,M,26-35,1,15634
1001492,1,P00355142,M,26-35,1,4343
1001230,1,P00270942,M,26-35,0,19602
1000245,1,P0097342,M,36-45,0,11905
1000715,3,P00057542,M,18-25,0,11070
1000352,2,P00275842,M,18-25,0,16459
1001311,1,P00244142,M,18-25,0,11904
1001594,3,P00057542,F,36-45,0,10778
1001329,1,P00267542,M,18-25,0,15573
1000839,1,P00286742,M,26-35,0,15663
1001317,1,P00046742,M,46-50,1,15799
1000454,1,P00046742,M,26-35,1,4016
1000646,1,P00218142,M,36-45,0,11674
1000289,1,P00242742,F,26-35,0,11803
1001072,1,P00315442,F,36-45,0,15247
1000509,1,P00155142,M,26-35,1,11727
1000477,1,P00221942,M,36-45,0,11537
1000048,1,P00209742,M,26-35,1,12068
1000166,1,P00197342,M,18-25,1,7924
1000678,1,P00103042,M,26-35,1,18956
1001150,1,P00140442,F,26-35,0,7650
1001058,1,P00270942,M,26-35,0,15277
1000939,1,P00209742,F,26-35,0,11417
1000042,1,P00221142,M,26-35,1,15752
1000700,1,P00242742,M,51-55,1,7863
1000872,3,P00106742,M,51-55,1,10969
1000006,3,P00000142,F,51-55,0,10620
1001311,1,P00173842,M,18-25,0,4119
1000720,1,P00267542,M,18-25,0,11543
1001600,1,P00221142,M,36-45,1,11564
1000193,2,P00275842,F,46-50,1,13037
1000772,1,P00042942,M,18-25,0,11420
1001733,1,P00006942,M,18-25,1,11646
1000175,3,P00189842,F,26-35,0,8249
1000975,2,P00285642,M,36-45,1,3613
1001181,1,P00002142,M,36-45,1,12014
1001356,1,P00289842,F,18-25,0,4482
1000930,1,P00187842,M,26-35,1,12045
1001055,3,P00351242,M,36-45,1,5705
1000509,1,P00155442,M,26-35,1,15616
1001749,1,P00110842,M,26-35,1,7882
1001447,2,P00297442,M,18-25,0,3519
1001611,1,P00237542,M,26-35,0,11579
1001328,1,P00009342,M,36-45,0,12017
1000050,1,P00351342,F,26-35,1,11851
1001422,2,P00068242,M,36-45,0,6739
1001347,1,P00054242,F,18-25,0,15629
1001181,1,P00137542,M,36-45,1,3857
1000980,1,P00010742,M,26-35,1,11375
1001408,1,P00001042,M,26-35,1,15401
1000148,1,P00162442,M,51-55,1,11768
1001299,1,P00000642,M,26-35,0,15523
1001528,1,P00249742,M,26-35,0,4254
1000198,1,P00289242,M,26-35,1,15322
1000792,1,P00025442,M,26-35,0,15592
1000712,3,P0096542,M,26-35,0,10793
1001033,2,P00324742,M,26-35,0,10078
1000129,1,P00334242,M,26-35,0,15820
1000880,1,P00032042,M,36-45,0,8229
1000889,1,P00015542,M,46-50,0,7800
1000053,1,P00127342,M,26-35,0,15517
1000678,1,P00249542,M,26-35,1,11880
1001340,2,P00111542,M,26-35,0,9947
1001213,1,P00318742,M,51-55,0,19692
1000033,1,P00278242,M,46-50,1,18953
1000984,1,P00105142,M,51-55,1,11697
1001418,2,P00159742,M,18-25,1,3441
1001358,1,P00002042,M,36-45,1,8076
1001311,3,P00004842,M,18-25,0,10904
1000777,1,P00298942,M,18-25,0,11787
1001611,1,P00278942,M,26-35,0,15481
1000945,1,P00274442,M,46-50,0,15408
1001500,1,P00110842,M,26-35,0,15278
1000560,1,P00127342,M,46-50,1,11508
1001717,1,P00037142,F,51-55,0,3794
1001724,1,P00221942,M,18-25,0,15383
1000163,3,P00070542,M,18-25,0,8008
1001354,3,P00000142,F,26-35,0,10962
1000212,1,P00128742,M,26-35,0,15174
1001266,1,P00128942,M,26-35,1,15803
1000802,1,P00122442,M,26-35,0,15638
1001558,1,P00103042,M,18-25,1,19362
1000552,2,P00076342,M,51-55,1,12844
1001057,1,P00233542,M,46-50,1,11909
1000423,1,P00338442,M,18-25,0,7652
1000093,1,P00229742,M,26-35,1,7874
1000401,1,P00105142,M,18-25,0,15795
1001655,3,P0096542,M,18-25,1,10832
1000577,1,P00002142,M,36-45,0,19305
1000563,2,P00161542,M,26-35,0,6631
1001053,1,P00114942,M,36-45,1,15230
1001737,2,P00295942,M,36-45,0,16380
1001314,2,P00144042,F,18-25,0,3654
1001325,1,P00057642,M,26-35,1,19038
1001727,1,P00129042,M,36-45,1,11527
1000533,1,P00197342,M,26-35,0,4290
1001087,1,P00034042,M,26-35,0,11810
1001395,2,P00182642,M,26-35,1,13046
1000567,1,P00010742,M,36-45,0,19556
1000623,1,P00054242,M,26-35,1,15346
1001717,1,P00346142,F,51-55,0,15315
1000925,3,P00058242,F,36-45,0,10925
1000712,1,P00334242,M,26-35,0,15700
1000308,1,P00339542,M,26-35,1,11867
1000343,1,P0097242,F,36-45,0,18957
1001017,1,P00145042,M,36-45,0,15288
1001010,1,P00070442,M,26-35,0,7628
1000181,1,P00201342,M,18-25,0,15481
1001658,1,P00120042,F,36-45,0,11983
1000026,1,P00173842,M,26-35,1,15825
1001408,1,P00070042,M,26-35,1,15477
1000631,1,P00329542,M,36-45,1,15547
1001587,3,P00130442,F,26-35,0,8267
1000033,1,P00046142,M,46-50,1,19494
1001320,1,P00304242,M,26-35,0,18986
1001320,1,P00130742,M,26-35,0,15532
1001501,3,P00282142,M,26-35,0,10916
1000715,2,P00085942,M,18-25,0,16415
1000453,1,P00266642,M,18-25,0,19061
1001586,2,P00005942,M,46-50,1,16349
1001005,1,P00080342,M,36-45,0,19226
1001632,1,P00105142,M,26-35,0,12123
1001151,1,P00042942,M,26-35,1,11624
1000563,3,P00058342,M,26-35,0,13552
1001277,1,P00073842,F,18-25,0,11485
1001474,1,P00111142,M,26-35,1,19519
1000355,1,P00122442,M,18-25,0,7877
1000175,3,P00119142,F,26-35,0,8323
1001426,1,P00208742,M,18-25,0,19483
1001340,1,P00334042,M,26-35,0,15369
1000983,1,P00127842,F,26-35,1,19624
1000692,1,P0097342,F,26-35,1,7646
1000731,2,P00012242,M,46-50,1,9562
1000532,1,P00025442,M,26-35,0,15415
1000240,3,P00106742,M,51-55,1,10819
1000482,1,P00177442,M,26-35,1,15599
1000549,2,P0094542,M,26-35,0,9893
1001675,2,P00193642,F,26-35,1,16200
1001790,1,P00182242,M,26-35,0,19039
1000148,1,P00113342,M,51-55,1,11410
1001050,3,P00057542,M,26-35,0,8186
1000189,1,P00034442,M,18-25,0,18960
1000712,1,P00345642,M,26-35,0,11393
1000411,1,P00358442,F,46-50,1,15177
1000053,1,P00187842,M,26-35,0,11630
1001727,1,P00182342,M,36-45,1,15637
1000780,2,P00227842,M,26-35,0,13058
1001746,1,P00244042,M,26-35,1,19550
1000281,1,P00010742,F,36-45,0,15234
1000057,1,P00062842,M,18-25,0,3910
1000495,1,P00103042,M,18-25,0,19423
1001797,2,P00116342,M,36-45,0,15881
1001680,1,P00145742,M,26-35,1,15418
1000240,1,P00128742,M,51-55,1,11471
1000329,1,P00220142,M,36-45,0,15396
1000231,1,P00122442,M,26-35,0,15751
1001727,1,P00233342,M,36-45,1,15272
1000482,1,P00217342,M,26-35,1,15339
1001579,2,P00350442,M,26-35,0,9672
1000343,2,P00345842,F,36-45,0,15883
1000798,3,P00190142,F,26-35,1,13455
1000612,1,P00351342,M,51-55,0,11979
1000714,1,P00237242,M,18-25,0,11688
1001094,1,P00270942,F,18-25,0,11792
1001502,2,P00016442,M,18-25,0,3694
1000424,3,P00190742,M,26-35,0,10841
1000668,1,P00046742,F,26-35,0,11781
1001356,2,P00190842,F,18-25,0,10011
1000770,1,P00019942,M,18-25,1,4186
1000924,1,P00243942,M,51-55,1,15327
1000023,1,P00019342,M,36-45,1,15162
1000712,1,P00317442,M,26-35,0,11455
1000533,1,P00345742,M,26-35,0,7972
1000797,1,P00103042,F,51-55,0,19098
1000329,1,P00208342,M,36-45,0,8311
1000702,1,P00182242,M,36-45,1,15181
1001392,1,P00001042,M,46-50,1,12070
1000752,1,P00137542,F,26-35,0,8175
1000552,2,P00306042,M,51-55,1,13245
1000426,1,P00278242,M,18-25,1,19175
1000877,2,P00171542,M,26-35,1,9735
1000103,1,P00142142,M,46-50,1,11575
1000148,1,P00035942,M,51-55,1,19076
1001325,3,P00004842,M,26-35,1,5372
1001640,1,P00208342,M,36-45,0,11836
1001516,1,P00080342,F,26-35,0,19137
1001306,1,P00001042,M,26-35,0,15629
1001181,1,P00070042,M,36-45,1,11765
1000053,3,P00070542,M,26-35,0,13689
1001219,1,P00364442,M,26-35,1,11699
1000064,1,P00351342,M,18-25,1,7991
1001422,1,P00346242,M,36-45,0,12116
1001017,1,P00128942,M,36-45,0,11747
1000720,2,P00182642,M,18-25,0,12808
1000541,1,P00057642,F,18-25,0,15670
1001004,1,P00143642,M,26-35,0,4347
1000109,1,P00127642,M,46-50,1,15892
1001172,2,P00195342,F,26-35,1,15913
1000018,1,P00047242,F,18-25,0,8131
1000819,1,P00042942,M,36-45,0,11835
1001292,1,P00338542,M,26-35,0,15785
1000705,1,P00046742,M,26-35,1,19241
1001489,1,P00103042,F,36-45,1,8209
1001317,1,P00042942,M,46-50,1,15223
1001647,1,P00214242,M,18-25,0,15481
1001767,1,P00014842,M,26-35,0,4457
1000780,1,P00034442,M,26-35,0,19606
1000424,1,P00162042,M,26-35,0,15203
1001635,1,P00140742,M,26-35,0,19531
1001680,2,P00223842,M,26-35,1,13279
1000881,1,P00112142,M,18-25,0,15241
1001447,3,P00113442,M,18-25,0,10773
1001324,1,P00110942,M,36-45,0,19601
1001347,1,P00355142,F,18-25,0,15682
1001246,1,P00122442,M,18-25,0,15282
1000624,2,P00111542,M,26-35,0,16058
1000199,1,P00114942,M,18-25,0,11840
1001010,1,P00042142,M,26-35,0,11976
1000186,2,P00277642,M,18-25,0,12772
1000321,1,P00155442,M,18-25,0,11618
1001717,1,P00217342,F,51-55,0,19070
1001775,1,P00208742,M,26-35,1,11988
1000229,2,P00306042,M,18-25,0,6908
1000173,3,P00289942,M,26-35,1,10663
1001151,1,P00111142,M,26-35,1,19506
1001502,1,P00146742,M,18-25,0,15297
1000204,2,P00227942,M,26-35,1,6981
1001262,1,P00110842,M,26-35,1,19478
1000461,1,P00221442,M,51-55,0,15313
1000151,1,P00266642,F,26-35,1,15338
1000271,1,P00243942,M,18-25,0,15257
1000817,1,P00036842,M,18-25,0,18963
1000377,1,P0098342,M,26-35,0,11487
1001733,2,P00297442,M,18-25,1,3308
1001246,1,P00160942,M,18-25,0,15713
1000204,1,P00016042,M,26-35,1,15416
1000271,3,P0096042,M,18-25,0,10964
1000148,1,P00112142,M,51-55,1,19518
1000225,1,P00118642,M,26-35,0,15405
1001449,1,P00346242,M,36-45,1,15688
1000721,1,P00136842,F,36-45,0,11396
1001181,1,P00295042,M,36-45,1,7924
1000675,3,P00216342,M,26-35,1,13654
1000445,1,P00046742,M,46-50,1,15470
1000577,1,P00184942,M,36-45,0,19472
1000308,1,P00127342,M,26-35,1,11581
1000552,1,P00041042,M,51-55,1,15587
1000549,1,P00320342,M,26-35,0,3829
1000392,1,P00142142,M,18-25,0,11444
1001216,2,P00266542,M,26-35,1,16388
1000198,1,P00034042,M,26-35,1,15916
1000913,1,P00127542,M,26-35,0,4025
1000814,1,P00118442,F,18-25,0,19317
1000605,1,P00267542,F,18-25,0,15327
1001470,1,P00149442,M,18-25,1,7835
1000050,1,P00334242,F,26-35,1,11383
1000746,1,P00173842,F,18-25,0,15254
1001497,1,P00339542,M,51-55,1,8145
1001752,3,P00190142,M,26-35,0,10882
1001599,1,P00351142,M,26-35,0,11592
1001053,1,P00293842,M,36-45,1,11450
1000343,2,P00159742,F,36-45,0,13307
1001089,1,P00057642,M,36-45,1,19635
1000650,1,P00351342,M,26-35,1,8098
1001714,1,P0097242,M,26-35,1,15426
1000087,1,P00237542,M,26-35,0,19365
1000714,3,P00023342,M,18-25,0,11055
1000506,3,P00289942,M,26-35,0,13712
1001386,1,P00110942,F,26-35,0,11434
1001086,1,P00217242,M,18-25,0,15518
1001726,1,P00289842,M,26-35,1,4370
1000329,1,P00193542,M,36-45,0,15490
1001474,1,P00184942,M,26-35,1,11902
1001051,2,P00223742,F,26-35,1,6916
1000360,1,P00127742,M,36-45,0,15190
1001640,1,P00145042,M,36-45,0,15528
1001530,1,P00044442,M,26-35,1,15467
1001285,1,P00128942,M,36-45,1,19677
1000127,1,P00140742,F,46-50,1,15374
1001764,1,P00138442,M,18-25,0,18992
1001579,2,P00085942,M,26-35,0,15965
1000083,1,P00251942,F,26-35,0,4223
1001422,1,P00045342,M,36-45,0,11799
1000093,1,P00228442,M,26-35,1,15872
1001433,1,P00267542,F,18-25,0,15454
1000235,2,P00002942,M,26-35,0,12992
1000479,2,P00057742,M,26-35,0,6767
1000702,1,P00284842,M,36-45,1,15274
1001484,1,P00184942,M,26-35,0,11406
1000424,1,P00145742,M,26-35,0,19120
1001203,1,P00262242,F,26-35,0,12025
1000846,1,P00057642,M,26-35,1,19202
1000720,1,P00182142,M,18-25,0,11447
1000954,1,P00132642,F,26-35,1,15379
1001748,1,P00213042,M,51-55,1,11448
1001705,3,P00289942,F,18-25,0,13290
1001749,1,P00121342,M,26-35,1,11435
1001466,1,P00242742,M,18-25,1,15359
1001155,1,P00318742,M,26-35,0,15804
1001203,2,P00186642,F,26-35,0,16202
1001448,1,P00053142,F,26-35,0,15396
1001017,2,P00220742,M,36-45,0,13271
1001267,1,P00118442,M,26-35,0,11640
1001063,1,P00274442,M,36-45,0,15348
1001495,3,P00185342,M,18-25,0,5760
1000746,3,P00172842,F,18-25,0,5684
1000639,2,P00171542,M,46-50,1,13182
1000058,1,P00120042,M,26-35,0,11417
1001325,1,P00125942,M,26-35,1,11411
1000508,1,P00260442,M,26-35,0,4443
1001524,1,P00244142,M,18-25,0,11815
1001724,1,P00182242,M,18-25,0,15591
1001780,3,P0096042,M,36-45,0,5419
1000382,1,P00289242,F,36-45,1,11886
1000457,1,P00028042,M,18-25,0,11953
1000401,1,P00042142,M,18-25,0,12092
1001640,1,P00194642,M,36-45,0,11836
1001530,1,P00277442,M,26-35,1,15817
1001390,1,P00191442,M,36-45,1,15419
1001694,1,P00000642,M,26-35,1,15808
1001527,1,P00113242,M,18-25,1,11871
1001265,2,P00161542,F,18-25,1,3254
1000877,1,P00173342,M,26-35,1,15405
1001301,1,P00242742,F,26-35,1,15291
1001586,1,P00090942,M,46-50,1,19001
1000289,1,P00162042,F,26-35,0,15737
1000307,2,P00117142,M,51-55,1,16050
1001128,1,P00233542,M,26-35,0,19443
1001413,1,P00240242,M,18-25,1,15394
1001496,1,P00197342,M,26-35,0,7830
1001339,2,P00111542,M,36-45,0,16168
1000854,1,P00127242,F,26-35,0,15778
1000456,2,P00085942,M,36-45,0,9627
1001449,1,P00031842,M,36-45,1,11468
1000746,1,P00355142,F,18-25,0,7941
1001491,1,P00037142,M,18-25,0,8295
1001120,2,P00065342,M,18-25,1,6434
1001605,1,P00248942,F,18-25,0,19152
1001369,1,P00358442,M,26-35,1,15788
1000109,2,P00295942,M,46-50,1,16079
1001233,1,P00111142,F,46-50,1,15812
1000442,3,P00190042,M,26-35,0,10648
1001502,1,P00286742,M,18-25,0,8015
1000669,1,P00000642,M,26-35,0,19115
1001278,1,P00110742,M,18-25,0,18980
1001496,1,P0098242,M,26-35,0,11717
1001591,1,P00244142,M,51-55,1,11803
1000777,2,P00100442,M,18-25,0,3348
1000157,1,P00183442,M,36-45,0,11929
1001370,1,P00079742,M,36-45,1,8284
1001727,1,P00273742,M,36-45,1,19061
1000999,1,P00260442,M,26-35,0,11491
1001761,2,P00275842,M,36-45,0,16216
1001242,1,P00318742,F,36-45,1,19099
1000631,1,P00270942,M,36-45,1,12052
1000338,1,P00129042,M,36-45,0,8048
1000639,1,P00140742,M,46-50,1,11476
1001264,1,P00015542,M,26-35,0,7876
1000163,1,P00128042,M,18-25,0,15312
1001447,1,P00113142,M,18-25,0,8144
1000607,1,P00184942,M,26-35,1,19618
1000720,1,P00046742,M,18-25,0,15886
1001422,3,P00284142,M,36-45,0,5351
1000297,1,P00355142,M,18-25,1,15560
1000169,1,P00062842,M,26-35,0,15678
1001579,1,P00028042,M,26-35,0,11708
1001407,1,P00184942,F,36-45,1,15427
1000461,1,P00036842,M,51-55,0,11491
1001181,1,P00173842,M,36-45,1,11634
1000343,1,P00355142,F,36-45,0,15540
1000576,1,P00112142,F,46-50,1,15368
1001616,2,P00005942,M,26-35,1,6561
1001726,1,P00355142,M,26-35,1,15490
1000550,3,P0096942,M,46-50,1,5610
1000087,1,P00057642,M,26-35,0,19518
1000344,1,P00352542,M,36-45,1,7996
1000854,1,P00173942,F,26-35,0,11412
1000721,1,P00138442,F,36-45,0,19451
1001140,1,P00241242,F,46-50,1,15678
1000644,1,P00240242,M,26-35,1,11696
1000242,3,P00249642,F,18-25,0,13200
1000682,1,P00025442,M,26-35,0,19030
1001687,2,P00171542,M,26-35,0,6877
1001155,1,P00040742,M,26-35,0,7877
1000704,1,P00183442,F,36-45,0,11567
1001794,1,P00303442,M,26-35,0,7607
1001440,1,P00145042,M,36-45,0,4178
1000284,3,P00195942,M,26-35,1,10950
1001496,3,P00174142,M,26-35,0,8018
