SEQ,LABEL,SENSOR1,SENSOR2,SENSOR3,SENSOR4,SENSOR5,SENSOR6,SENSOR7,SENSOR8,SENSOR9,SENSOR10,SENSOR11,SENSOR12,SENSOR13,SENSOR14,SENSOR15,SENSOR16,SENSOR17,SENSOR18,SENSOR19,SENSOR20,SENSOR21,SENSOR22,SENSOR23,SENSOR24
695,0,0.834604551,0.880122801,0.691722633,1.854876847,1.915653633,1.42932366,1.689541575,1.69226516,2.761624234,2.752578066,3.394082685,5.162119854,5.069261871,5.049847598,5.132680061,0.576486963,0.859032487,0.917479735,4.800203087,1.130761369,0.760738021,0.347254105,0.536395155,0.502369279
696,0,0.516835103,1.543779494,1.56433633,1.467165853,1.743735392,1.649496067,4.950031857,1.554673956,2.649619075,2.648487602,3.454364915,5.136213519,5.344676159,4.971584635,4.826523292,0.107503409,0.387065759,0.847438157,4.607141258,0.969252931,0.749705263,0.242163748,0.609781922,0.649652023
697,0,0.097354259,1.483240269,1.554004792,1.471811593,1.472411957,1.208944636,1.722413615,1.58238272,2.571091087,2.879116674,3.216056423,4.807945759,5.193544522,4.941614347,5.273993207,0.330754792,0.601832489,0.879212153,5.140081019,1.320514812,0.528198952,0.364845183,0.655984995,0.390989364
698,0,0.378783417,1.568036218,1.258403934,1.512569548,1.861003235,1.468229764,4.984721983,2.164080003,2.61995727,2.407093063,2.746609849,3.148490863,4.981694638,5.041805758,4.781295989,0.506253175,0.464874546,0.936327452,5.18345555,0.367474645,1.053339602,0.988967132,0.537152217,0.681578557
699,0,0.796772797,1.265823408,1.458847513,1.316842057,1.259887845,1.658353541,5.230640029,1.853749891,2.613732374,2.730135792,3.2405793,4.718287075,5.034549507,4.756310989,0.963829626,0.812654047,0.776389706,0.307520965,4.678734118,0.847674616,0.714681082,0.441619541,0.364374186,0.575185705
700,0,0.871783949,0.867188991,1.199292346,1.544205822,1.556334014,1.376690804,4.916369022,1.678103512,2.475715141,2.649101469,2.947050922,4.664279438,5.243653724,4.732335484,0.770319477,0.663563204,0.723834596,0.635560523,4.854210706,4.726764731,0.599698611,0.674802069,0.89054252,0.724293604
701,0,0.952424623,0.578169438,1.845310862,1.66249925,1.508443076,1.787264566,4.94447742,1.288337637,2.364446102,2.29876101,2.72520841,4.897595532,5.116788161,4.96752266,5.047389557,0.763021236,0.783168851,0.608625228,0.657738104,1.005509929,0.473365258,0.200912966,0.783324273,0.89160073
702,0,0.590209344,0.719671762,1.470580412,1.557103941,1.272384008,1.328362323,5.201187743,1.675283073,2.868222511,2.209582836,2.954867431,4.831160438,4.813618995,4.86900419,5.401798935,0.790242253,0.471369511,0.728353384,0.796073098,0.623230221,0.814836732,0.297552928,1.008183149,0.552862284
703,0,0.759008617,1.786226733,1.80827032,1.74036647,1.617373591,1.882423173,5.091196582,1.515715029,2.702563076,2.69281978,3.109138742,5.007896717,3.538256463,4.915509043,4.67367645,0.573491407,0.667623008,0.756248391,0.615419888,5.10965067,0.77708846,0.530719044,0.756588289,0.805204162
704,0,0.919729561,0.452501311,1.778275071,1.833195639,1.689472911,1.694627877,5.222336839,1.709339053,2.538526269,3.105920884,3.139107263,5.075967376,5.338247302,5.161464363,5.562429808,0.49489504,0.532486776,0.760154863,0.568839735,5.021061061,0.871582796,0.839029385,0.84970692,0.56887793
705,0,0.343339075,1.971732642,2.135758949,1.643068457,1.42772871,1.317374656,1.580581416,1.277863791,2.306817885,2.949441174,2.546938679,2.610840058,5.230944486,4.840006684,5.162830275,0.911689651,0.576679114,0.850358756,0.553071427,4.987435714,0.568940999,0.89220609,1.101376296,0.808068728
706,0,0.874821171,1.565150041,1.365188124,1.356790326,2.001117274,1.597297281,4.937091602,1.562458428,2.29257467,2.839671722,2.727226712,2.842870916,4.689231562,5.070587932,5.171659073,0.528192507,0.520614938,0.458986572,0.530064431,0.720761312,0.972695931,0.766459443,0.818693583,0.728077702
707,0,1.313291038,0.47526793,2.168349445,2.035090043,1.639565694,1.570537138,4.98156414,1.573579871,2.132766867,3.190438158,3.019741723,2.669299884,4.817171295,4.834744539,5.027298133,0.492304223,0.542583871,0.824142296,0.608498596,0.973611461,0.783508325,1.002418781,0.625956562,1.041649409
708,0,0.935163324,0.502963659,1.373559695,1.782978287,1.493839721,1.562273555,4.994442064,1.879308155,2.429254098,3.126752238,3.268984383,2.858652448,4.683466138,4.81807219,4.739922925,0.148718632,0.478055268,0.68000812,0.60199388,4.981636959,0.808274652,1.108278213,0.610267416,0.819336957
709,0,0.464348759,1.013583708,1.838329354,1.783388065,2.291716495,1.277727316,5.081279217,1.534654331,2.802952754,2.849127124,2.900153553,2.642699468,4.86534486,5.245528465,4.760910007,0.852681991,0.36054118,0.364529886,2.900757613,2.47770252,1.488489466,0.526827642,0.590735843,1.24610762
710,0,0.778047445,1.007305981,2.032415379,1.60700011,1.38890506,1.64974535,1.464734815,1.45459379,3.400330206,2.89634378,2.828699805,2.938811635,5.146210435,4.598306377,5.117949646,0.941272464,0.798380896,0.383573608,2.482047415,2.664756306,0.984029038,0.926021911,0.795382639,0.908027807
711,0,0.871719214,0.792577287,1.24248649,1.617380873,1.351809932,1.655026924,5.272758712,3.069314722,2.468479338,22.61764127,2.720465352,3.191796143,5.307099284,4.779320509,4.891060122,0.459652171,0.831736332,0.403626696,1.804046615,2.787018082,0.779772148,0.717584456,1.133281272,0.580702451
712,0,1.114264245,0.805838792,1.19693977,1.626385063,2.002762251,1.810161032,5.153777307,3.146233018,2.133437528,3.01224582,2.731900415,2.485053343,5.129298169,5.129806404,4.836483072,0.515309911,0.746539958,0.93089385,3.167071919,2.899853362,0.95485538,0.835868618,0.794551164,0.862258544
713,0,1.189005614,1.111966595,1.485528461,1.553257553,1.46944291,1.454007298,4.80655257,2.633491304,2.522630454,2.635521306,2.909003915,2.43420176,4.945467795,4.881475706,4.923470442,0.82059888,0.487574638,0.187398303,2.646495065,4.771038955,1.049556274,1.049630608,0.976413542,1.188902307
714,0,1.460510679,1.117552459,1.527082578,1.41591308,1.643077882,1.726270859,4.853871407,2.777215956,2.057535007,2.827273916,2.173630511,2.144655461,4.963988328,5.176870673,4.941759113,0.662093442,0.530434505,0.73183602,2.696373718,5.141837688,0.86875846,1.001642841,0.395069039,1.100838106
715,0,1.828544937,1.181186265,1.551735525,1.845978331,1.405202605,1.677331193,5.365532565,2.057861514,2.337915989,2.670705865,2.203948223,2.40905557,4.965530798,5.04427811,5.062651911,0.748164096,0.591363363,0.949353316,0.585735572,5.080072737,0.91793777,1.23052019,1.006180044,0.759628781
716,0,1.298539641,1.038440542,1.927057003,1.831375786,1.53925313,1.940761458,5.212327949,2.838277841,2.25694051,2.539175749,2.617904991,2.255231654,4.974475165,5.225283907,4.750726126,0.931282769,0.806470027,0.616561537,2.88307455,0.772647685,1.236122873,1.480302756,1.061043532,0.865914095
717,0,0.82527057,1.288247357,1.830155728,1.650127677,1.824848019,1.836335315,4.91628117,2.876679117,2.420996253,3.174000888,2.679719584,2.881581125,4.676483374,5.493528275,4.951272504,0.850379584,0.34535153,0.586100122,0.281274906,0.245363498,1.130197048,1.190334246,0.979671134,0.632820174
718,0,1.930329552,1.084241367,1.684068475,1.596581229,1.529605314,2.199352039,5.079462517,1.697041967,2.76068642,2.755565882,2.681163649,4.851964194,5.285299892,4.97856389,4.898754623,0.469975163,0.969916952,0.57619194,2.659916171,0.62360999,1.260985669,1.22179734,0.740569843,1.259543901
719,0,1.874535533,1.581843649,1.91396418,1.651964345,1.367994969,1.359414092,5.253298076,1.742660359,3.148605652,2.590023231,2.432114248,2.639145132,4.818576902,4.758997302,4.980591646,0.609666423,0.502884951,0.433150494,0.626374776,0.790250445,0.941213227,1.213342059,1.245852541,1.260336351
720,0,1.46574268,0.985241599,2.02528996,1.496617218,1.595325032,1.617773313,4.747234484,1.501502451,2.599831688,3.02745673,2.106328274,5.301286701,5.04241928,4.94020217,4.936400761,0.684541273,0.370469054,0.510676579,2.013940305,0.51967802,0.905971758,1.15731908,0.90245914,0.933146206
721,0,3.751142319,2.036878733,2.033141318,1.874588564,1.64192102,1.898758411,5.2193925,1.822447148,3.112060274,2.965287378,2.086374517,2.589417044,4.974232368,4.715258128,4.649172929,0.821757982,0.492445346,0.595009642,0.546211578,0.586632858,1.053158162,1.26110584,0.885161893,0.795982399
722,0,4.967361335,2.00287347,2.01662424,1.491732095,1.444531361,1.730027067,4.920677652,1.820605306,2.713369928,3.034450576,2.793766804,2.876850112,4.775239448,4.704369794,4.964172219,0.35533678,0.533595962,0.835179106,0.435792969,0.365040417,1.123812585,1.659225209,1.096372586,1.535417492
723,0,1.084887361,2.30279976,2.096385054,2.114858677,1.949569922,1.889482829,5.373088172,2.047320271,2.823366191,2.880148701,2.455487089,2.470557428,4.926630848,4.916243174,5.075106097,0.430650498,0.476452785,0.603953591,1.581901454,0.192878307,0.961482048,0.857138586,1.152007187,0.793747792
724,0,1.192201844,2.184896367,2.001898788,1.709093682,1.677299762,1.308666747,2.027658365,1.77479142,2.966695422,2.805957376,2.547234369,4.875101089,3.19782124,4.755665465,4.805755289,0.785070798,0.587175607,0.545583775,0.744354835,0.616509887,0.75342014,0.966017623,1.252766545,0.737416933
725,0,1.16846794,1.467381208,2.041718974,1.626211492,1.601492512,1.794631268,2.135411489,21.53938994,2.820810603,2.261997595,2.672696195,2.647284941,5.024740271,5.064600812,4.960830757,0.770981667,0.541659167,0.502529874,0.727048004,0.544747498,1.057048778,0.976055599,1.286482926,1.403396178
726,0,1.166258781,1.703679743,2.592186846,1.993485241,1.733982733,2.050370254,2.039502781,1.769077567,2.687593302,3.017930488,2.596322445,2.64700312,3.250118732,4.971442282,5.268054765,0.374788951,0.824530018,0.397731434,0.397293074,0.386884183,1.445981211,1.012026353,1.067808993,3.536961075
727,0,1.290867076,1.547967006,1.444796444,2.171989317,1.888532144,1.531905386,2.246318149,1.823035501,2.553326942,2.441801503,2.80616042,4.832468565,2.730081231,5.041911464,4.787601338,0.091975319,0.419496153,0.2440404,0.580287354,0.444368161,1.255146815,1.242053849,1.169169687,1.393394945
728,0,1.559129533,2.213421659,1.607946012,1.868008014,1.344373772,1.828717274,1.691335872,1.702486514,2.967686747,2.421853293,2.360482659,2.642525917,5.031302355,4.956582731,4.830679173,0.788359667,0.230715034,0.366618002,0.252608861,0.42453156,1.458747593,1.410722525,1.550158212,1.093389394
729,0,1.482847187,2.184870977,1.972038066,1.405062205,1.829514158,1.644132456,2.012275004,1.529396553,2.825942559,2.312972287,2.700429963,2.529899577,4.828095869,4.72568777,4.364425441,0.585281514,0.388813405,0.559502617,0.354394842,0.865112776,2.004078431,0.977216112,0.688547548,1.432959254
730,0,2.349261788,1.191382999,1.752501568,1.995627791,1.600987226,1.74672535,2.309301636,1.781460758,2.979979302,2.147973856,2.095112422,2.10468615,2.760134033,4.917574295,4.235374976,0.595529432,0.268137795,0.514246191,1.743314929,0.430670424,1.269565326,1.15304852,0.960020789,1.031567188
731,0,1.284332429,1.618748098,1.828465998,1.758593142,1.61303471,1.886563769,2.10295568,1.734957113,2.613281994,2.026487429,2.703761982,2.893391956,2.716374817,4.942938599,4.948479152,0.599328212,0.578053981,0.591445695,0.373156022,0.488190943,1.112418437,1.049441234,1.205478328,1.072276924
732,0,1.147049487,1.405271997,1.598996647,1.510414252,1.882010008,1.548062798,4.413329461,1.866011677,2.681084476,2.217374859,2.3281091,2.715438201,2.625394334,5.382193834,4.144288576,0.292815923,0.559904101,0.620574445,0.502867426,0.481435624,1.257287928,1.273226449,1.269899121,0.678167398
733,0,1.141914236,1.890129323,2.083176951,1.670685343,1.554056542,1.562758575,5.029945409,2.036746702,1.970723517,2.762419978,2.115317355,4.90590827,2.56749594,4.920964987,4.765508213,0.355031957,0.904123557,0.432728333,0.651482265,0.728562283,1.330970443,1.311651722,1.421812982,1.40033938
734,0,1.266868594,1.663366153,2.447164416,1.724003849,2.173245799,1.838388903,4.926483321,1.766623824,2.555991416,2.525519482,2.386025388,2.741045811,2.793089827,3.262049615,4.871379882,5.129988549,1.092227541,0.634658842,2.887114453,0.657934372,1.247272703,1.613623269,1.297921784,1.565310995
735,0,1.492715276,1.612332024,1.811361868,1.474980334,2.075226356,1.984539349,5.214185383,1.981102266,2.218153085,2.597415161,2.247570972,2.40275878,2.513576261,2.696272474,4.767169081,5.093469741,0.504791603,0.411907718,0.670322946,0.72911411,1.324236591,1.078214666,1.390826847,1.526201524
736,0,1.146169697,1.4958504,1.811680991,1.655068602,1.516210063,1.58578702,5.113065911,1.934340011,2.173946517,2.786987781,2.267469738,2.494433396,2.556064217,4.761508228,4.714910857,4.684872015,0.337082673,0.231264811,0.445230811,0.068504837,1.27099049,1.499305773,0.882419493,1.495188279
737,1,1.4387173,1.437626266,2.514454486,1.679856212,2.037692263,1.949212463,4.937702388,1.380717146,2.355397623,2.494905472,2.552511601,2.255302894,3.100313313,5.078376623,4.991361294,4.920569631,2.225276306,0.416147522,0.273680203,0.324095142,1.227076522,1.708949959,1.118517378,1.074221931
738,1,1.243969346,2.023120066,1.578843073,1.77466063,1.723092772,1.778940006,5.29982609,1.869612447,1.882134434,2.46305094,2.243381049,2.365234925,2.60382757,4.972855476,4.587849181,4.75848947,2.097092628,0.622298813,0.221386033,0.437962751,1.338223153,1.475632076,1.259935504,1.625182669
739,1,1.243295954,2.020145979,2.459913116,2.029972457,1.878221751,1.607147548,4.626371477,1.796898546,2.236985714,1.963897434,1.948048056,5.214009005,2.943100564,4.918250725,5.12337508,5.00749732,1.795568675,0.775290883,0.872071485,0.478286041,1.502473714,1.465249922,1.284047886,1.377529921
740,1,1.709689214,2.172984229,2.161839439,1.707689348,1.926619691,2.026074256,4.818611556,1.969138654,2.088479842,2.331536549,2.030686052,4.827065517,2.798308175,3.105299965,2.006717815,5.222117301,1.940208673,0.488679642,0.425835637,0.421007631,1.595968802,1.263268527,1.669003433,1.67049371
741,1,1.23254732,1.709125399,2.239194455,2.099438164,1.668018363,1.909488808,5.275587743,1.749692224,2.453864387,2.042227388,2.170575897,2.149077242,2.273833855,2.932370572,2.048705096,4.767739219,4.59521537,0.114500576,0.240445313,20.69278767,1.768412336,1.602446615,1.40106652,1.253628144
742,1,1.797484222,1.245390685,2.211364532,2.117823046,2.051005333,1.89695267,4.965804389,2.04748216,2.030785259,2.496619796,1.796722949,2.327058687,2.493441466,5.413122533,1.645909901,4.842220207,4.776166875,0.237337257,0.496236962,0.843095941,1.375486958,1.487977493,1.374150137,1.586423089
743,1,1.339020759,1.471959761,1.780934063,1.85763745,1.950921411,2.003316028,4.816199398,2.355859874,2.204026331,2.176613543,2.170742719,2.06577311,2.288203833,5.310872558,4.974144334,5.067633185,5.209535817,0.661135501,0.721873292,0.600257839,1.508755191,1.236043522,1.529455415,1.077480758
744,1,2.225030392,1.164410424,2.065685754,1.893373648,1.876477939,1.519503668,4.859073933,1.970749391,2.71761277,2.204991384,2.184242714,2.193277689,2.366627312,5.167719992,5.119110685,5.066370918,5.048470724,0.197943593,0.268511124,0.794029983,1.875364439,1.754231094,1.780200374,1.662760181
745,1,1.147242571,1.866261169,2.038154594,1.986713264,2.291937242,1.501786681,5.33872136,1.641656372,4.922007725,2.416058557,1.993047366,2.13323055,2.264026677,5.076273039,5.003377995,4.915041636,4.8310732,0.15622315,0.617483155,0.878934776,1.748357896,1.802184994,1.4369007,1.724965224
746,1,1.551412598,1.546582072,1.531219876,1.625241654,1.872531077,1.943826157,5.093608216,2.021783421,4.875836885,2.54518398,2.057509317,2.588110059,2.574452894,4.743006805,4.870761136,4.979190291,4.839092803,0.554008772,0.878121071,0.701813974,1.92651376,1.642024553,1.342223007,1.326415406
747,1,1.724992558,1.687911999,1.528115394,1.629804907,1.761597877,2.098930665,4.663063727,2.095350953,4.713752587,2.093295806,1.944409001,2.448681167,2.740919806,5.089951515,4.778238768,4.788726759,4.847407595,0.527851239,0.414051934,0.664163194,1.838242362,1.91188244,1.273179265,1.530623325
748,0,1.562367777,1.781848897,1.497944597,2.059889483,2.325013784,1.959937834,5.119716993,2.053519218,2.471121446,2.186026692,2.089584892,1.846321418,2.454357868,5.15193678,1.830179564,5.111303491,4.76131507,5.065338936,0.787547096,0.998213054,1.834722992,1.548791102,1.547213621,1.694618382
749,1,1.450518065,1.636255378,1.402518862,1.912982721,1.93704276,1.892755946,4.921316548,1.937447559,2.138794312,2.177759339,2.002927602,2.208960509,2.45372271,5.201968701,1.809064021,4.871271858,4.825468945,4.543502631,0.844281438,1.481841301,1.477223781,1.778521139,1.263245381,1.629165714
750,1,1.579511402,2.345276912,2.6350622,2.071035872,2.135301438,2.308871966,5.038109058,2.037245956,2.352210122,2.408734313,2.062221038,2.1988762,2.266745278,4.980629508,5.072088502,5.049665873,4.940171656,4.614758416,0.313112622,0.827137226,1.409510856,1.609598522,1.585975559,1.373747674
751,1,1.765767945,2.538024835,2.772788346,1.917642063,1.616982921,1.699064509,4.882712042,1.931181612,2.637522567,1.999507604,2.47684581,2.155136346,2.357236767,4.869046631,4.791853902,4.921974701,5.086583241,4.682186922,0.668971638,0.768086732,1.408341415,1.57437552,1.527612861,1.638623895
752,1,1.88027169,1.685619131,2.296519033,1.974593951,1.949485874,1.917907534,5.09438037,1.911400466,2.498943343,2.155172147,1.963761998,2.455695189,2.186251724,5.100575308,1.53690302,4.845971071,4.826894611,5.034202847,0.600648206,0.351849854,1.933787328,1.371052763,1.412385561,1.487644764
753,1,1.704194589,3.027289974,2.524423821,1.846027431,1.94070055,1.11327691,5.060902955,1.962471795,2.858426686,2.014460129,2.07104584,2.258147261,2.434426789,2.569231997,2.103051149,4.88891314,5.115105932,4.845807916,0.335367466,0.625551913,1.542890499,1.822089948,1.650506423,1.843112864
754,1,1.180824415,1.664192162,2.501054334,2.206132863,2.307133265,1.734105024,5.101440361,2.000922006,2.075647356,2.131832675,1.917370505,2.088961232,2.557402996,2.736919094,4.862974678,4.929475903,5.328440216,5.018321646,0.101478874,0.512753627,1.81321615,1.626521379,1.342147236,1.571353603
755,1,1.509333918,1.757224127,2.699362105,2.214901914,1.87626761,1.805255442,4.98038101,1.872730874,2.756831415,1.706399355,2.178344073,2.03615715,2.825554574,2.506112509,4.798683687,5.091119945,5.474500474,4.760103781,0.299219221,0.592398466,1.741659433,1.528923144,1.416857598,1.913827456
756,1,1.659981458,1.484501376,2.890450682,1.693053814,1.459584237,21.95665964,5.173077468,1.978825855,2.739539188,2.165136107,2.320577076,2.145794396,2.340631388,2.183278975,1.797827961,5.112780342,4.838622061,5.111826093,0.433418645,0.558599614,1.447265245,1.456518019,1.601340163,1.740755175
757,1,1.120211021,2.137497189,2.667767639,2.126314038,2.048442244,1.957856929,4.820348957,2.444629741,2.090812476,2.026187,2.167135424,2.068621921,2.642863924,2.492054863,1.776683067,4.958504939,1.529919326,5.130433418,0.344953221,0.62807988,1.793568643,1.613764042,1.756585835,1.396781362
758,0,1.425459253,2.769297578,2.893754212,1.701759463,2.161752071,2.002815693,5.265993166,1.979083581,2.423171751,1.896706291,1.849740698,2.30074848,2.454852373,2.790269467,1.691352291,5.107321579,1.720135546,5.082176943,3.574474074,0.805473959,1.766301207,1.508978392,1.607638962,1.618722082
759,0,1.461870608,2.975780815,2.799029142,2.03736713,2.355439002,1.85970596,4.907885141,1.97668612,2.400014528,2.302784155,1.89204424,1.682047184,2.248072563,2.431154352,2.038722628,4.791742719,1.640537792,5.237740608,3.316104686,0.500529696,1.173653298,2.085763397,1.426956421,1.770028575
760,0,1.468027412,2.807439778,3.121628205,1.794230265,1.885271075,2.00395593,4.861803927,1.890046724,2.516333112,2.1349655,1.864891455,1.83633781,1.801202982,2.79230956,1.810225987,1.911448105,4.949497719,4.81417059,4.90468933,0.383065548,0.961271,1.329214793,1.805242718,1.766527114
761,0,1.652413083,1.537854743,2.55234772,1.849922913,2.206747644,1.89910833,5.125413257,2.202759398,2.51709534,2.31932638,2.103130113,1.975295866,1.987991924,2.19749801,2.086140282,1.512499627,1.652998061,4.796037739,5.093314258,0.349421555,0.631077463,1.684186729,1.550989866,2.148452849
762,0,1.683373585,1.556605269,2.376513277,1.95335539,2.437639266,2.350278112,2.150732272,1.934076062,5.139967623,1.962109773,1.881997144,1.84314541,1.788656281,2.496712363,5.05426161,1.665713373,5.032051251,4.885603284,2.897007004,0.447364935,0.878102799,1.426868354,1.109386463,1.710983063
763,3,1.651302177,1.782940095,2.315684741,2.035805165,2.059593246,1.648266708,2.040768568,1.754632504,5.154603413,2.558913977,1.859662855,2.063186198,1.910249837,2.353755099,5.19095792,1.721053125,5.036589351,4.899328694,3.225765628,3.095274196,0.697080537,1.666549834,1.561622404,1.438507378
764,0,1.651496934,5.209639535,2.674298387,2.028970681,1.665693741,1.998354184,2.266302081,1.920966006,2.008611877,2.144466689,2.039564307,2.379155081,2.396643757,2.713623822,5.079089731,1.349473706,5.123318244,3.977800309,5.497069491,0.451113372,0.513217232,1.670319095,1.533408023,1.641541269
765,1,1.773309025,2.067512854,1.888309649,2.184042163,1.982204,1.957384912,1.914641916,1.672647833,2.136688201,2.595956818,1.983237632,2.272570115,2.060305764,2.126282233,2.441126943,1.458347876,4.752799426,3.785763577,4.984340009,0.555081895,1.174280567,1.571723214,1.787413092,1.89768128
766,0,1.657853526,1.828077329,1.9479091,2.011157509,1.934401563,2.394795175,1.958681198,2.387868049,2.338025473,2.152414058,2.2268782,2.003876109,1.921216291,1.974190258,1.818345105,1.552176226,4.864663006,1.104749639,5.016310893,0.639754075,0.522255282,2.15065839,1.700999842,1.662083986
767,3,1.959065709,1.793132813,1.651826473,5.12868714,1.791394712,2.356099615,2.090726293,2.273230318,2.186089071,2.162162534,1.807567253,1.97678909,1.881955226,1.89586975,5.09175743,1.524176313,5.305641991,1.610202279,4.720329296,1.998565739,0.675301822,1.636940087,1.811587193,1.860697509
768,3,1.950714413,1.753634445,2.172068281,4.783733734,4.958133182,1.772620483,2.04885675,1.893848353,2.205563535,1.945263325,1.861615071,2.11805197,1.918152979,2.057578022,5.352531523,4.860688233,4.62608489,1.255681132,5.06363609,2.27341732,0.945009429,1.728769973,1.468715812,1.679568551
769,3,1.545521174,1.57726696,2.008274528,4.755163017,5.204527315,1.897343443,2.207065084,2.029043918,1.964281348,2.100281191,2.098454854,2.142840323,2.002108212,1.511014325,2.976674893,1.057743346,4.799022162,1.365170951,5.105950252,1.857502406,0.522286684,1.027423865,1.689993165,1.436769332
770,3,1.938939742,1.529210776,1.676556931,3.078382614,2.040252907,2.084028219,2.042201956,1.93865089,2.245889078,2.336208704,1.993762198,1.932498423,1.934716051,2.001191342,2.072907137,1.330101713,1.987262764,1.362901247,1.633522056,5.04345345,0.604827766,1.088929336,1.701696991,1.756578131
771,3,1.881779017,2.226223804,1.876833368,3.059099905,1.902571679,1.654635066,2.279035662,1.659502441,1.94894572,2.408530261,1.473017887,1.935621179,1.945438497,1.763077797,1.668231472,1.169416112,1.563331201,1.262646635,4.529970286,1.690298234,0.656933806,0.912860414,2.151734471,1.789541096
772,3,1.619643291,1.752470814,1.690272125,2.920262308,1.93342148,1.79171424,2.072853395,2.067170928,1.989459496,2.214386195,2.118657571,1.711046927,2.055986288,2.210813442,2.110725021,1.691226991,1.407010975,1.431746633,4.998093513,2.008939356,0.993227194,0.686873274,1.979706354,1.899672117
773,3,1.977324961,2.152409433,1.728019227,4.929233519,1.80137965,2.130161898,1.956574111,1.750926636,1.864755202,2.214238691,1.703756473,1.40327669,2.047337064,1.692722354,2.325639037,1.459320128,1.6202206,1.229882492,5.10570006,1.802705816,0.484983374,0.802136287,2.117577274,1.990577924
774,3,1.718973998,1.91135026,1.663995477,2.912836679,1.782940109,1.858278548,1.983746695,1.890523391,1.987395692,2.024206417,1.678314121,2.057784444,1.889684045,1.607839173,2.15976559,1.649775824,1.543997083,1.262017812,1.861269667,4.992734607,0.579878143,0.819950052,1.817986933,1.450460178
775,3,1.709238407,1.864884673,1.996477395,4.90976386,1.725712393,1.950557971,2.391350944,1.803087853,2.217017448,1.970159625,1.97315649,1.913301113,2.044180261,1.691957187,2.112948264,1.596536659,1.425226217,1.315787634,1.734716651,4.807508144,0.393792277,0.930522543,1.774411764,2.110763607
776,3,1.956392416,1.761513501,2.032891597,4.96839048,2.19805642,2.147198559,1.957054899,1.680743201,2.16355112,1.93702386,1.896428215,1.950149957,1.870787718,1.761111236,1.990543102,1.65325816,1.351169092,1.291349386,1.64470008,2.133047132,0.437182508,1.267947669,1.849191457,1.87991127
777,3,1.856396962,1.691428068,1.923088207,4.773423687,2.138776857,2.293929318,1.878509101,1.656536513,2.120137195,2.059479023,1.524496596,1.966261928,1.759932393,2.11799151,1.918729232,1.757770462,1.418294866,1.24677103,1.339968689,1.361249035,0.823270091,0.923033575,1.78857364,1.962630443
778,3,2.073475646,4.838038006,1.80980132,1.896650283,1.943282072,2.322166789,1.718166102,1.968722541,2.055848312,1.916503639,1.718422221,1.717096244,1.424236479,1.870632616,2.353160704,4.534383915,1.681516295,1.493254502,1.531559433,1.564200629,0.840818798,2.348374593,1.965488651,1.942910258
779,3,1.926944159,2.860478067,2.257152833,2.255052309,2.026900739,1.975095268,2.218201813,1.799230167,2.114850567,2.057328587,1.557367108,1.689300791,1.480137547,1.875995882,2.422494733,1.312255221,1.137723149,1.469698413,1.64530982,1.542816621,0.126417495,1.871992666,2.177191421,2.135539034
780,3,1.901507972,2.891204583,2.028821866,2.208899217,1.797748524,2.178236917,2.136968739,1.867894393,2.164430968,1.379120884,1.709332042,1.734610842,2.09534761,1.531237462,2.418463434,1.518395724,1.801047123,1.448419681,1.449515294,4.927338043,0.977134357,1.991681304,1.941276379,2.085384898
781,3,2.013652127,2.382011349,2.147785136,1.88142769,2.194147694,1.78293543,2.139833326,2.016426787,2.251837528,1.728027369,1.852585039,1.40112811,1.647162155,2.280652227,5.029116832,1.335487763,1.577176285,1.510016443,1.76803615,5.118767935,0.255399718,1.893894779,2.286531175,1.933757744
782,3,2.278969652,1.816976536,2.245265261,1.809398957,1.59723675,2.044840944,2.136473213,1.834724884,1.946303033,2.46102262,1.884650583,1.678764028,1.809731522,2.22895982,1.566232074,1.338625201,0.994486721,1.284540537,1.068005838,2.304947437,0.618850341,1.903676486,2.076887075,2.122434766
783,3,1.952815986,2.216621642,2.829825294,2.062436887,2.082474916,1.932168965,5.362768644,1.420181537,2.199383616,1.65135842,2.127240067,1.721668131,1.598435965,2.633777029,1.776256072,1.451773701,1.488126735,1.429053438,4.739017421,1.904983435,0.852363685,2.210043852,1.883453067,2.321904359
784,3,1.749968617,2.257072009,1.762738846,2.183787002,2.315368793,1.829740539,5.013946262,1.699474486,2.099317909,1.730532617,1.453595512,1.507399626,2.07526917,2.092879357,1.40446791,1.208539176,1.153437648,1.261059682,2.847415983,1.711955719,0.754947752,1.957540747,2.23760042,1.95137866
785,3,2.07764901,3.077527417,1.732150277,1.783548238,2.010316051,1.759617377,2.395073355,1.751201219,1.732198502,1.7752698,1.789173345,1.663372363,1.930953465,2.46513762,1.472274651,1.546674505,1.725704118,1.562206019,2.814375606,2.64407315,0.764220602,1.38851186,1.780134756,1.971932369
786,3,1.981972364,2.439096083,5.15410906,2.236637689,2.393673345,2.259119196,2.110769163,1.546563273,1.807237076,1.799446403,1.576476906,1.975300201,1.827104554,2.162720066,2.016510562,1.403758901,1.108475063,1.676880206,1.511280953,1.694251268,0.650816045,1.961188831,1.928201392,1.979339706
787,3,1.908905595,2.113073559,5.142514521,1.866836228,2.074171121,1.980204139,2.524785159,1.884150253,2.132672243,1.634562382,1.480968958,1.505295995,1.778771902,1.924359608,1.720557573,1.103896968,1.337123342,1.382754587,1.498624703,5.122857409,0.921707677,1.619732655,2.028224124,1.778715965
